timestamp_ms,value,rris
1729613249847,110,556.640625,557.6171875
1729613250837,109,548.828125,542.96875
1729613251827,109,545.8984375,552.734375
1729613252817,109,549.8046875
1729613253807,109,540.0390625,548.828125
1729613254796,109,558.59375,557.6171875
1729613255832,109,541.015625,533.203125
1729613256822,110,530.2734375,545.8984375
1729613257860,111,566.40625
1729613258802,109,593.75,583.984375
1729613259837,107,570.3125,546.875
1729613260827,108,537.109375,525.390625
1729613261817,110,523.4375,531.25
1729613262807,111,555.6640625
1729613263797,110,586.9140625,616.2109375
1729613264832,106,613.28125,583.0078125
1729613265822,105,556.640625,543.9453125
1729613266815,107,541.015625,541.015625
1729613267802,107,545.8984375
1729613268837,108,557.6171875,565.4296875
1729613269827,108,563.4765625,554.6875
1729613270817,108,547.8515625,538.0859375
1729613271807,109,527.34375,518.5546875
1729613272796,111,513.671875,513.671875
1729613273832,114,508.7890625,513.671875
1729613274822,114,539.0625
1729613275860,113,572.265625,588.8671875
1729613276802,109,595.703125,565.4296875
1729613277837,108,547.8515625,544.921875
1729613278871,108,546.875
1729613279817,109,553.7109375,563.4765625
1729613280807,108,565.4296875,568.359375
1729613281796,107,570.3125,562.5
1729613282831,107,552.734375,539.0625
1729613283821,108,533.203125
1729613284859,109,534.1796875,560.546875
1729613285801,109,654.296875
1729613286836,105,885.7421875
1729613287826,89,761.71875,684.5703125
1729613288816,89,626.953125,594.7265625
1729613289811,92,570.3125,570.3125
1729613290796,94,581.0546875
1729613291831,97,592.7734375,598.6328125
1729613292821,98,587.890625,577.1484375
1729613293811,101,560.546875,548.828125
1729613294801,102,541.9921875
1729613295836,105,542.96875,558.59375
1729613296826,106,603.515625
1729613297816,105,669.921875
1729613298854,94,846.6796875,734.375
1729613299841,91,659.1796875,621.09375
1729613300831,91,618.1640625
1729613301821,93,605.46875,610.3515625
1729613302811,95,604.4921875,594.7265625
1729613303850,97,589.84375,571.2890625
1729613304837,100,557.6171875,544.921875
1729613305826,101,535.15625
1729613306816,105,545.8984375,572.265625
1729613307811,105,645.5078125
1729613308796,98,772.4609375,689.453125
1729613309831,96,652.34375
1729613310820,95,625.9765625,601.5625
1729613311811,96,572.265625,564.453125
1729613312893,100,564.453125,561.5234375
1729613313881,102,552.734375,541.9921875
1729613314825,104,538.0859375
1729613315816,106,546.875,565.4296875
1729613316810,107,619.140625
1729613317796,104,628.90625,622.0703125
1729613318831,101,602.5390625,595.703125
1729613319821,101,586.9140625,576.171875
1729613320811,102,568.359375
1729613321849,103,561.5234375,553.7109375
1729613322836,105,548.828125,546.875
1729613323825,107,545.8984375,553.7109375
1729613324815,107,553.7109375,552.734375
1729613325806,108,555.6640625
1729613326843,108,557.6171875,562.5
1729613327831,107,584.9609375,599.609375
1729613328821,105,602.5390625,576.171875
1729613329810,104,567.3828125
1729613330801,105,565.4296875,560.546875
1729613331790,106,553.7109375,546.875
1729613332825,107,541.015625,534.1796875
1729613333815,109,526.3671875,520.5078125
1729613334809,111,520.5078125,524.4140625
1729613335844,112,530.2734375,536.1328125
1729613336830,112,547.8515625
1729613337820,111,564.453125,585.9375
1729613338810,110,610.3515625
1729613339801,106,621.09375,607.421875
1729613340790,103,617.1875,630.859375
1729613341825,102,661.1328125
1729613342815,98,666.9921875,612.3046875
1729613343805,98,598.6328125,591.796875
1729613344885,98,589.84375
1729613345830,99,582.03125,573.2421875
1729613346820,102,556.640625,553.7109375
1729613347855,104,553.7109375,567.3828125
1729613348845,105,587.890625
1729613349835,104,582.03125
1729613350825,103,610.3515625,682.6171875
1729613351815,99,830.078125
1729613352805,91,739.2578125,689.453125
1729613353798,90,667.96875
1729613354830,90,666.015625,666.9921875
1729613355820,90,641.6015625,614.2578125
1729613356809,91,608.3984375
1729613357799,93,609.375,608.3984375
1729613358789,94,623.046875
1729613359825,95,623.046875,595.703125
1729613360815,97,585.9375,584.9609375
1729613361805,98,594.7265625
1729613362797,99,606.4453125,606.4453125
1729613363829,99,605.46875,609.375
1729613364820,99,601.5625
1729613365810,99,605.46875,610.3515625
1729613366800,99,603.515625,605.46875
1729613367840,99,591.796875,579.1015625
1729613368824,100,579.1015625
1729613369815,101,590.8203125,585.9375
1729613370805,101,595.703125,582.03125
1729613371797,101,586.9140625
1729613372829,102,593.75,601.5625
1729613373820,101,603.515625,591.796875
1729613374809,101,597.65625
1729613375845,101,615.234375,628.90625
1729613376792,100,635.7421875
1729613377870,98,625,610.3515625
1729613378815,98,609.375,609.375
1729613379805,98,621.09375
1729613380794,98,624.0234375,616.2109375
1729613381829,98,600.5859375,598.6328125
1729613382820,98,623.046875
1729613383809,98,618.1640625,611.328125
