timestamp_ms,value,rris
1741272208514,75,958.984375
1741272209504,74,841.796875
1741272210539,73,849.609375,867.1875
1741272211529,73,863.28125
1741272212519,72,860.3515625
1741272213510,72,856.4453125
1741272214544,72,799.8046875
1741272215534,73,710.9375,790.0390625
1741272216524,74,854.4921875
1741272217515,73,745.1171875
1741272218505,74,758.7890625,865.234375
1741272219540,74,736.328125
1741272220529,75,718.75,757.8125
1741272221527,76,716.796875
1741272222510,76,638.671875
1741272223544,78,693.359375
1741272224534,79,774.4140625
1741272225523,78,923.828125,829.1015625
1741272226513,77,849.609375
1741272227549,77,869.140625
1741272228546,76,778.3203125
1741272229529,76,712.890625
1741272230518,76,790.0390625
1741272231508,76,972.65625,984.375
1741272232544,74,923.828125
1741272233533,73,919.921875
1741272234523,72,886.71875
1741272235515,72,882.8125
1741272236504,71,805.6640625
1741272237539,71,701.171875
1741272238529,72,747.0703125
1741272239521,73,1073.2421875,1078.125
1741272240508,71,937.5
1741272241589,70,925.78125
1741272242578,69,946.2890625
1741272243524,69,847.65625
1741272244513,69,877.9296875
1741272245503,69,886.71875
1741272246538,69,789.0625
1741272247529,70,791.9921875,914.0625
1741272248518,70,945.3125
1741272249508,69,775.390625
1741272250543,69,888.671875
1741272251533,70,952.1484375
1741272252568,69,821.2890625
1741272253514,69,870.1171875,965.8203125
1741272254503,69,881.8359375
1741272255538,69,788.0859375
1741272256535,69,873.046875
1741272257518,69,713.8671875
1741272258508,71,695.3125,839.84375
1741272259544,72,935.546875
1741272260534,72,794.921875
1741272261524,72,823.2421875
1741272262515,72,878.90625,727.5390625
1741272263503,72,768.5546875
1741272264538,73,827.1484375,726.5625
1741272265528,74,702.1484375
1741272266518,75,715.8203125
1741272267508,76,790.0390625
1741272268544,76,795.8984375
1741272269534,76,811.5234375,817.3828125
1741272270523,76,844.7265625
1741272271515,75,789.0625
1741272272503,75,830.078125
1741272273539,75,849.609375,760.7421875
1741272274529,75,822.265625
1741272275519,75,852.5390625
1741272276508,74,840.8203125
1741272277543,74,779.296875
1741272278533,74,856.4453125,865.234375
1741272279522,74,731.4453125
1741272280513,74,860.3515625
1741272281502,74,793.9453125
1741272282538,74,829.1015625,880.859375
1741272283572,74,759.765625
1741272284517,74,789.0625
1741272285509,74,833.0078125
1741272286542,74,766.6015625,739.2578125
1741272287532,75,793.9453125
1741272288523,75,797.8515625
1741272289513,75,771.484375
1741272290502,75,807.6171875,841.796875
1741272291582,75,772.4609375
1741272292573,75,699.21875
1741272293517,76,894.53125,760.7421875
1741272294507,75,678.7109375
1741272295542,76,720.703125
1741272296532,78,684.5703125,776.3671875
1741272297522,78,863.28125
1741272298512,78,753.90625
1741272299502,78,836.9140625
1741272300536,77,808.59375,734.375
1741272301533,77,758.7890625
1741272302517,77,806.640625
1741272303506,77,805.6640625
1741272304541,77,715.8203125,875
1741272305533,77,920.8984375
1741272306522,76,780.2734375
1741272307512,76,859.375
1741272308502,75,889.6484375
1741272309537,74,791.015625,864.2578125
1741272310527,74,875
1741272311517,74,771.484375
1741272312507,74,872.0703125
1741272313542,74,920.8984375
1741272314577,73,851.5625
1741272315522,73,739.2578125,786.1328125
1741272316512,73,850.5859375
1741272317502,73,702.1484375
1741272318536,74,801.7578125
1741272319526,74,846.6796875,735.3515625
1741272320516,74,945.3125
1741272321507,74,911.1328125
1741272322542,73,726.5625
1741272323531,74,843.75,825.1953125
1741272324523,74,768.5546875
1741272325511,74,875.9765625
1741272326546,74,876.953125
1741272327537,73,964.84375
1741272328534,72,765.625
1741272329517,72,908.203125
1741272330507,72,887.6953125,824.21875
