timestamp_ms,value,rris
1734529790991,70,973.6328125
1734529792027,69,989.2578125
1734529793016,69,962.890625
1734529794006,68,873.046875
1734529794996,68,840.8203125
1734529795986,68,846.6796875,873.046875
1734529797021,68,875.9765625
1734529798011,68,898.4375
1734529799001,68,848.6328125
1734529799991,68,832.03125
1734529801078,69,843.75
1734529802016,69,878.90625,915.0390625
1734529803051,69,877.9296875
1734529804041,69,837.890625
1734529805258,69,866.2109375
1734529806021,69,908.203125
1734529807011,69,909.1796875
1734529808001,68,866.2109375,835.9375
1734529808991,69,821.2890625
1734529810033,69,844.7265625
1734529811016,69,851.5625
1734529812051,69,823.2421875
1734529812996,70,803.7109375
1734529813987,70,827.1484375,858.3984375
1734529815066,71,910.15625
1734529816012,70,929.6875
1734529817002,70,944.3359375
1734529818082,69,928.7109375
1734529819027,69,832.03125
1734529820016,69,826.171875
1734529821052,69,848.6328125
1734529821996,69,907.2265625
1734529822987,69,955.078125
1734529824021,68,963.8671875,957.03125
1734529825012,68,907.2265625
1734529826002,67,851.5625
1734529826994,67,850.5859375
1734529828078,68,886.71875
1734529829017,68,854.4921875
1734529830007,68,866.2109375,844.7265625
1734529830997,68,907.2265625
1734529832032,68,859.375
1734529833028,68,833.984375
1734529834012,69,896.484375
1734529835002,69,906.25
1734529835992,68,843.75,786.1328125
1734529837033,69,807.6171875
1734529838017,70,844.7265625
1734529839007,70,880.859375
1734529839997,70,871.09375
1734529840987,70,844.7265625,796.875
1734529842022,70,827.1484375
1734529843057,70,880.859375
1734529844002,70,945.3125
1734529844992,70,958.984375
1734529846078,69,890.625
1734529847017,69,845.703125
1734529848007,69,909.1796875
1734529848997,69,930.6640625
1734529849987,68,948.2421875
1734529851022,68,943.359375
1734529852012,67,938.4765625,883.7890625
1734529853047,67,828.125
1734529854133,67,878.90625
1734529855027,68,898.4375
1734529856017,68,916.9921875
1734529857006,68,866.2109375
1734529857996,67,822.265625
1734529858993,68,834.9609375,877.9296875
1734529860028,68,921.875
1734529861012,68,904.296875
1734529862002,68,840.8203125
1734529862992,68,829.1015625
1734529864164,69,868.1640625
1734529865017,69,882.8125,875.9765625
1734529866097,69,827.1484375
1734529866997,69,787.109375
1734529867993,69,821.2890625
1734529869069,70,807.6171875,836.9140625
1734529870012,71,847.65625
1734529871002,71,823.2421875
1734529871992,71,798.828125
1734529873031,71,836.9140625
1734529874017,71,891.6015625
1734529875007,71,905.2734375
1734529875997,70,911.1328125,894.53125
1734529876987,70,835.9375
1734529878073,70,870.1171875
1734529879012,70,903.3203125
1734529880002,70,872.0703125
1734529880992,69,842.7734375
1734529882034,69,879.8828125
1734529883017,70,908.203125
1734529884007,69,910.15625,924.8046875
1734529884997,69,846.6796875
1734529885987,69,813.4765625
1734529887022,69,849.609375
1734529888012,69,906.25
1734529889002,69,913.0859375
1734529889992,69,875,828.125
1734529891033,69,845.703125
1734529892017,69,893.5546875
1734529893007,69,906.25
1734529893997,69,921.875
1734529894987,69,863.28125
1734529896119,68,839.84375
1734529897012,69,851.5625
1734529898002,69,893.5546875,899.4140625
1734529898992,69,903.3203125
1734529900027,68,854.4921875
1734529901018,68,828.125
1734529902053,69,845.703125
1734529903043,69,888.671875
1734529904033,69,910.15625,885.7421875
1734529905074,69,875.9765625
1734529906012,69,817.3828125
1734529907003,69,785.15625
1734529907993,70,795.8984375,804.6875
1734529909028,71,814.453125
1734529910018,71,804.6875
1734529911008,71,774.4140625
1734529911998,72,770.5078125,759.765625
1734529912989,73,773.4375
1734529914022,73,792.96875
1734529915012,74,802.734375,779.296875
1734529916002,74,798.828125
1734529916992,74,754.8828125
