timestamp_ms,value,rris
1741642138011,102,562.5,544.921875
1741642139001,105,533.203125,544.921875
1741642140037,107,535.15625,528.3203125
1741642141027,109,527.34375,525.390625
1741642142017,111,523.4375,530.2734375
1741642143006,112,556.640625
1741642143997,111,567.3828125,577.1484375
1741642145032,108,585.9375,584.9609375
1741642146022,106,572.265625,554.6875
1741642147012,106,561.5234375
1741642148001,106,576.171875,591.796875
1741642149037,105,585.9375,568.359375
1741642150027,105,559.5703125,551.7578125
1741642151018,106,575.1953125
1741642152006,106,571.2890625,612.3046875
1741642152997,105,663.0859375
1741642154031,100,660.15625,654.296875
1741642155020,98,648.4375
1741642156013,97,635.7421875,642.578125
1741642157001,96,642.578125,639.6484375
1741642158081,95,642.578125
1741642159026,95,628.90625,617.1875
1741642160016,95,625
1741642161006,95,654.296875
1741642161996,94,698.2421875,712.890625
1741642163031,91,691.40625,670.8984375
1741642164021,91,631.8359375
1741642165010,92,614.2578125,614.2578125
1741642166002,94,603.515625,601.5625
1741642167036,95,595.703125
1741642168026,96,602.5390625,639.6484375
1741642169015,96,670.8984375
1741642170051,95,631.8359375,627.9296875
1741642171042,95,642.578125
1741642172030,95,639.6484375,605.46875
1741642173020,96,598.6328125,588.8671875
1741642174011,98,588.8671875,585.9375
1741642175001,99,578.125
1741642176036,100,574.21875,586.9140625
1741642177027,101,609.375,631.8359375
1741642178016,100,609.375
1741642179059,99,607.421875,627.9296875
1741642179997,99,651.3671875
1741642181031,97,668.9453125,633.7890625
1741642182020,96,609.375,597.65625
1741642183145,97,580.078125
1741642184091,99,564.453125,562.5
1741642185079,102,558.59375,554.6875
1741642186071,104,564.453125,586.9140625
1741642187016,104,613.28125
1741642188012,102,634.765625,646.484375
1741642188995,100,642.578125
1741642190030,98,623.046875,596.6796875
1741642191020,99,584.9609375,576.171875
1741642192010,100,579.1015625
1741642193001,100,620.1171875,603.515625
1741642194035,100,621.09375,645.5078125
1741642195025,99,656.25
1741642196015,97,630.859375
1741642197005,96,657.2265625,688.4765625
1741642197995,95,710.9375
1741642199030,92,687.5,658.203125
1741642200020,92,622.0703125,611.328125
1741642201010,93,604.4921875
1741642202000,94,620.1171875,643.5546875
1741642203034,95,632.8125
1741642204026,95,619.140625,638.671875
1741642205016,94,666.015625,645.5078125
1741642206011,94,637.6953125
1741642206995,94,638.671875,628.90625
1741642208030,94,614.2578125
1741642209021,95,612.3046875,618.1640625
1741642210011,96,591.796875,598.6328125
1741642211001,97,614.2578125
1741642212034,97,646.484375,662.109375
1741642213026,96,625.9765625
1741642214015,96,624.0234375,617.1875
1741642215005,96,637.6953125,640.625
1741642215995,95,625
1741642217030,96,615.234375,612.3046875
1741642218020,96,635.7421875
1741642219055,96,651.3671875,625.9765625
1741642220056,95,620.1171875
1741642221036,95,635.7421875,669.921875
1741642222025,95,666.015625
1741642223014,94,639.6484375,645.5078125
1741642224005,93,656.25,667.96875
1741642224995,93,628.90625
1741642226030,93,623.046875,620.1171875
1741642227021,94,625.9765625,603.515625
1741642228009,95,591.796875
1741642229045,97,595.703125,631.8359375
1741642230035,97,650.390625
1741642231024,96,645.5078125,620.1171875
1741642232015,96,619.140625
1741642233005,96,650.390625,641.6015625
1741642233993,95,622.0703125,598.6328125
1741642235029,97,586.9140625,573.2421875
1741642236019,98,570.3125
1741642237009,100,597.65625,631.8359375
1741642238051,100,656.25
1741642239034,97,666.9921875,651.3671875
1741642240069,96,606.4453125
1741642241015,96,601.5625,594.7265625
1741642242014,97,626.953125,659.1796875
1741642242993,97,686.5234375
1741642244030,94,651.3671875,620.1171875
1741642245019,94,630.859375
1741642246009,94,644.53125,666.015625
1741642246998,94,666.015625
1741642248033,93,629.8828125,610.3515625
1741642249024,95,597.65625,589.84375
1741642250014,96,600.5859375
1741642251003,97,620.1171875,645.5078125
1741642251994,97,654.296875
1741642253028,95,649.4140625,630.859375
1741642254019,95,603.515625,605.46875
1741642255008,96,615.234375
1741642256007,96,676.7578125
1741642257035,94,742.1875,722.65625
1741642258024,92,660.15625
1741642259014,91,684.5703125,716.796875
1741642260003,90,742.1875
1741642261006,88,691.40625,647.4609375
1741642262074,88,644.53125
1741642263018,90,639.6484375,657.2265625
1741642264008,90,673.828125
1741642264999,90,668.9453125,640.625
