timestamp_ms,value,rris
1737467555324,123,471.6796875,468.75
1737467556315,125,464.84375,462.890625
1737467557304,126,461.9140625,462.890625
1737467558294,128,466.796875,475.5859375
1737467559329,127,492.1875,514.6484375
1737467560319,123,529.296875,530.2734375
1737467561309,121,544.921875
1737467562299,117,557.6171875,581.0546875
1737467563290,115,634.765625
1737467564324,106,634.765625,647.4609375
1737467565313,102,629.8828125,605.46875
1737467566303,101,587.890625
1737467567294,101,584.9609375,589.84375
1737467568329,101,585.9375,593.75
1737467569364,102,585.9375,566.40625
1737467570354,103,536.1328125,521.484375
1737467571299,107,516.6015625,512.6953125
1737467572289,109,522.4609375
1737467573324,111,542.96875,550.78125
1737467574314,111,542.96875,541.9921875
1737467575303,110,550.78125,570.3125
1737467576293,110,604.4921875
1737467577328,106,614.2578125,601.5625
1737467578318,104,588.8671875,577.1484375
1737467579308,104,567.3828125,559.5703125
1737467580298,104,555.6640625
1737467581288,106,551.7578125,546.875
1737467582323,107,543.9453125,546.875
1737467583313,108,583.0078125
1737467584303,106,611.328125,618.1640625
1737467585293,103,607.421875,579.1015625
1737467586328,103,565.4296875,558.59375
1737467587363,104,574.21875,581.0546875
1737467588308,104,580.078125
1737467589298,104,556.640625,542.96875
1737467590288,106,542.96875,541.9921875
1737467591323,108,542.96875,542.96875
1737467592313,109,539.0625,534.1796875
1737467593302,110,531.25,532.2265625
1737467594293,111,533.203125,536.1328125
1737467595327,112,528.3203125,510.7421875
1737467596318,114,499.0234375,493.1640625
1737467597308,116,498.046875,494.140625
1737467598298,118,490.234375,487.3046875
1737467599287,120,483.3984375,485.3515625
1737467600322,121,489.2578125
1737467601313,121,513.671875,548.828125
1737467602303,114,588.8671875,619.140625
1737467603293,111,625
1737467604329,106,623.046875,616.2109375
1737467605317,104,625
1737467606308,101,631.8359375,630.859375
1737467607298,99,618.1640625,604.4921875
1737467608288,99,595.703125,585.9375
1737467609329,100,582.03125
1737467610313,101,575.1953125,570.3125
1737467611303,102,564.453125,555.6640625
1737467612293,104,552.734375,545.8984375
1737467613328,106,551.7578125,545.8984375
1737467614317,107,548.828125
1737467615307,108,553.7109375,552.734375
1737467616297,108,570.3125,562.5
1737467617287,107,555.6640625,540.0390625
1737467618367,109,527.34375,520.5078125
1737467619357,111,510.7421875,507.8125
1737467620348,114,502.9296875,500
1737467621292,116,500,500.9765625
1737467622327,117,500,503.90625
1737467623317,118,502.9296875,504.8828125
1737467624307,118,504.8828125,500
1737467625297,119,492.1875,486.328125
1737467626287,121,479.4921875,475.5859375
1737467627322,123,474.609375,479.4921875
1737467628312,123,493.1640625,507.8125
1737467629302,121,518.5546875,513.671875
1737467630292,120,505.859375,507.8125
1737467631327,119,509.765625,513.671875
1737467632317,118,532.2265625,547.8515625
1737467633307,117,556.640625
1737467634297,114,553.7109375,546.875
1737467635332,112,542.96875,531.25
1737467636322,112,525.390625,518.5546875
1737467637312,114,515.625,518.5546875
1737467638302,114,522.4609375,517.578125
1737467639292,115,514.6484375,513.671875
1737467640327,115,517.578125,526.3671875
1737467641317,115,548.828125,549.8046875
1737467642307,114,539.0625
1737467643297,113,536.1328125,537.109375
1737467644287,112,535.15625,541.9921875
1737467645321,112,539.0625,536.1328125
1737467646312,112,531.25,530.2734375
1737467647302,112,538.0859375,538.0859375
1737467648292,112,538.0859375,536.1328125
1737467649327,112,538.0859375
1737467650316,112,539.0625,551.7578125
1737467651307,111,561.5234375,571.2890625
1737467652297,109,567.3828125,574.21875
1737467653287,108,583.0078125
1737467654322,106,604.4921875,609.375
1737467655312,104,591.796875,580.078125
1737467656302,103,574.21875
1737467657292,104,572.265625,567.3828125
1737467658326,104,567.3828125,555.6640625
1737467659317,106,536.1328125,524.4140625
1737467660306,109,511.71875,508.7890625
1737467661297,112,512.6953125,532.2265625
1737467662286,112,552.734375,554.6875
1737467663321,112,554.6875
1737467664312,110,563.4765625,592.7734375
1737467665301,107,633.7890625,625
1737467666291,104,621.09375
1737467667326,102,595.703125,577.1484375
1737467668361,102,575.1953125,570.3125
1737467669351,104,564.453125,553.7109375
1737467670341,105,550.78125,539.0625
1737467671286,106,531.25
1737467672321,109,525.390625,525.390625
1737467673318,111,527.34375,520.5078125
1737467674301,112,510.7421875,505.859375
1737467675291,115,505.859375,511.71875
1737467676326,116,512.6953125,509.765625
1737467677316,116,510.7421875,514.6484375
