timestamp_ms,value,rris
1734102757692,118,516.6015625,517.578125
1734102758683,117,508.7890625,502.9296875
1734102759672,118,517.578125,520.5078125
1734102760663,117,509.765625,501.953125
1734102761652,118,514.6484375,535.15625
1734102762687,116,524.4140625,507.8125
1734102763677,116,507.8125
1734102764667,116,540.0390625,592.7734375
1734102765657,112,553.7109375,533.203125
1734102766693,112,544.921875,549.8046875
1734102767682,111,538.0859375,509.765625
1734102768964,113,500.9765625,500.9765625
1734102769803,115,527.34375,543.9453125
1734102770652,114,541.015625
1734102771687,113,562.5,611.328125
1734102772677,108,590.8203125,560.546875
1734102773672,107,579.1015625,575.1953125
1734102774656,107,544.921875,538.0859375
1734102775692,108,551.7578125,557.6171875
1734102776681,108,531.25
1734102777672,110,515.625,518.5546875
1734102778661,112,534.1796875,529.296875
1734102779666,112,516.6015625,533.203125
1734102780686,112,564.453125,549.8046875
1734102781677,111,532.2265625,558.59375
1734102782667,111,582.03125
1734102783657,109,558.59375,567.3828125
1734102784691,107,597.65625,587.890625
1734102785682,106,553.7109375,550.78125
1734102786672,107,561.5234375
1734102787662,107,560.546875,541.9921875
1734102788663,108,555.6640625,574.21875
1734102789732,107,557.6171875,543.9453125
1734102790676,107,578.125,589.84375
1734102791668,106,560.546875
1734102792657,107,533.203125,548.828125
1734102793691,107,579.1015625,585.9375
1734102794680,106,559.5703125,546.875
1734102795671,107,584.9609375
1734102796660,106,590.8203125,567.3828125
1734102797652,106,553.7109375,581.0546875
1734102798686,105,582.03125,563.4765625
1734102799676,105,560.546875
1734102800666,105,582.03125,578.125
1734102801656,105,565.4296875,588.8671875
1734102802690,104,590.8203125,579.1015625
1734102803681,104,550.78125
1734102804716,106,537.109375,548.828125
1734102805706,107,544.921875,526.3671875
1734102806696,110,518.5546875,518.5546875
1734102807686,112,527.34375,562.5
1734102808675,110,567.3828125,545.8984375
1734102809666,110,563.4765625
1734102810656,108,585.9375,570.3125
1734102811691,107,571.2890625,609.375
1734102812681,106,586.9140625
1734102813670,105,562.5,556.640625
1734102814659,105,577.1484375,587.890625
1734102815650,104,609.375,596.6796875
1734102816685,103,564.453125
1734102817676,104,559.5703125,574.21875
1734102818665,104,584.9609375,568.359375
1734102819656,104,606.4453125,612.3046875
1734102820691,103,580.078125
1734102821680,103,553.7109375,551.7578125
1734102822670,105,551.7578125,553.7109375
1734102823661,106,542.96875,541.9921875
1734102824651,108,560.546875,560.546875
1734102825685,107,550.78125
1734102826676,108,543.9453125,556.640625
1734102827665,108,557.6171875,547.8515625
1734102828656,109,535.15625,530.2734375
1734102829690,110,538.0859375,530.2734375
1734102830680,111,520.5078125,526.3671875
1734102831670,112,539.0625,542.96875
1734102832660,112,526.3671875,519.53125
1734102833650,113,522.4609375
1734102834684,113,521.484375,513.671875
1734102835675,114,517.578125,547.8515625
1734102836665,113,574.21875,578.125
1734102837655,111,559.5703125
1734102838690,109,586.9140625,591.796875
1734102839680,106,596.6796875,562.5
1734102840669,106,562.5,574.21875
1734102841660,106,591.796875
1734102842650,105,578.125,562.5
1734102843684,105,573.2421875,591.796875
1734102844675,105,613.28125
1734102845665,102,615.234375,580.078125
1734102846655,102,587.890625,599.609375
1734102847690,102,618.1640625
1734102848680,101,604.4921875,583.984375
1734102849669,101,617.1875,617.1875
1734102850660,100,622.0703125
1734102851650,99,592.7734375,580.078125
1734102852684,100,596.6796875,610.3515625
1734102853675,100,616.2109375
1734102854710,100,595.703125,606.4453125
1734102855699,99,610.3515625,613.28125
1734102856690,99,615.234375
1734102857680,99,583.984375,558.59375
1734102858669,102,553.7109375,551.7578125
1734102859660,104,546.875,541.9921875
1734102860650,107,534.1796875,550.78125
1734102861684,107,569.3359375
1734102862674,107,581.0546875,573.2421875
1734102863665,106,565.4296875,592.7734375
1734102864654,105,592.7734375,574.21875
1734102865689,104,555.6640625
1734102866679,105,564.453125,567.3828125
1734102867669,106,554.6875,543.9453125
1734102868660,107,536.1328125,542.96875
1734102869649,109,547.8515625,539.0625
1734102870684,109,543.9453125,566.40625
1734102871674,109,558.59375
1734102872665,109,541.9921875,536.1328125
1734102873654,110,543.9453125,541.015625
1734102874689,110,529.296875,519.53125
1734102875679,112,531.25,545.8984375
1734102876670,112,531.25,522.4609375
1734102877659,113,523.4375,523.4375
1734102878650,113,517.578125,505.859375
1734102879684,115,500,500
1734102880674,117,503.90625,498.046875
1734102881665,118,491.2109375,489.2578125
1734102882654,120,488.28125,496.09375
