timestamp_ms,value,rris
1737466981318,102,573.2421875,597.65625
1737466982353,102,609.375
1737466983343,101,610.3515625,599.609375
1737466984333,101,558.59375,532.2265625
1737466985323,105,535.15625,539.0625
1737466986313,107,541.9921875,544.921875
1737466987348,108,543.9453125,546.875
1737466988337,109,553.7109375
1737466989328,109,541.9921875,538.0859375
1737466990318,110,535.15625,543.9453125
1737466991352,110,554.6875,571.2890625
1737466992343,109,541.9921875,511.71875
1737466993332,112,505.859375,500
1737466994323,114,499.0234375,510.7421875
1737466995312,116,519.53125,529.296875
1737466996348,115,532.2265625,530.2734375
1737466997338,114,525.390625,518.5546875
1737466998328,114,516.6015625
1737466999318,115,520.5078125,527.34375
1737467000352,114,545.8984375,567.3828125
1737467001342,113,595.703125
1737467002332,109,599.609375,603.515625
1737467003322,105,610.3515625,626.953125
1737467004312,104,644.53125
1737467005347,100,645.5078125,637.6953125
1737467006337,98,605.46875,579.1015625
1737467007327,99,551.7578125
1737467008362,102,543.9453125,561.5234375
1737467009352,104,570.3125,570.3125
1737467010343,104,579.1015625
1737467011332,104,601.5625,624.0234375
1737467012323,102,607.421875,620.1171875
1737467013312,101,614.2578125
1737467014348,100,609.375,595.703125
1737467015337,100,581.0546875,584.9609375
1737467016327,101,587.890625
1737467017317,101,601.5625,607.421875
1737467018352,100,603.515625,590.8203125
1737467019341,101,584.9609375,583.0078125
1737467020333,101,578.125
1737467021322,102,567.3828125,558.59375
1737467022312,104,555.6640625,552.734375
1737467023436,106,544.921875,539.0625
1737467024337,108,527.34375,526.3671875
1737467025327,110,530.2734375,536.1328125
1737467026316,110,545.8984375
1737467027351,110,558.59375,562.5
1737467028341,109,562.5,544.921875
1737467029332,109,532.2265625,527.34375
1737467030322,111,528.3203125,539.0625
1737467031311,111,545.8984375,545.8984375
1737467032347,111,546.875,545.8984375
1737467033337,110,545.8984375
1737467034327,110,547.8515625,553.7109375
1737467035317,110,556.640625,563.4765625
1737467036352,109,559.5703125,551.7578125
1737467037341,109,539.0625,530.2734375
1737467038331,110,528.3203125,526.3671875
1737467039321,111,535.15625
1737467040311,111,550.78125,566.40625
1737467041346,109,572.265625,553.7109375
1737467042336,109,546.875,540.0390625
1737467043326,110,541.015625,543.9453125
1737467044317,110,554.6875
1737467045351,109,559.5703125,562.5
1737467046342,108,558.59375,549.8046875
1737467047331,109,537.109375,526.3671875
1737467048321,111,520.5078125,514.6484375
1737467049311,113,516.6015625,530.2734375
1737467050347,113,554.6875
1737467051335,111,581.0546875,584.9609375
1737467052326,108,575.1953125,560.546875
1737467053316,108,557.6171875,559.5703125
1737467054351,107,567.3828125,560.546875
1737467055341,107,572.265625
1737467056331,106,578.125,562.5
1737467057321,106,554.6875,547.8515625
1737467058356,107,556.640625,552.734375
1737467059346,108,545.8984375,531.25
1737467060343,110,519.53125,507.8125
1737467061326,113,499.0234375,493.1640625
1737467062316,116,491.2109375,500
1737467063351,117,525.390625,532.2265625
1737467064341,116,535.15625
1737467065330,115,537.109375,537.109375
1737467066321,114,536.1328125,537.109375
1737467067356,113,534.1796875,528.3203125
1737467068346,113,523.4375,515.625
1737467069335,114,507.8125,497.0703125
1737467070370,116,500,506.8359375
1737467071317,117,510.7421875,515.625
1737467072395,117,527.34375
1737467073385,115,569.3359375,606.4453125
1737467074330,110,621.09375,631.8359375
1737467075320,107,622.0703125
1737467076310,103,594.7265625,585.9375
1737467077346,103,571.2890625,572.265625
1737467078335,104,575.1953125,564.453125
1737467079325,105,557.6171875,549.8046875
1737467080315,105,540.0390625
1737467081350,107,539.0625,530.2734375
1737467082340,109,530.2734375,532.2265625
1737467083330,111,533.203125,532.2265625
1737467084320,111,535.15625,532.2265625
1737467085310,112,528.3203125,518.5546875
1737467086345,113,508.7890625,503.90625
1737467087335,115,500.9765625,500
1737467088325,117,503.90625,525.390625
1737467089315,117,561.5234375
1737467090350,113,583.984375,591.796875
1737467091341,109,579.1015625,577.1484375
1737467092330,108,564.453125,559.5703125
1737467093320,107,556.640625
1737467094310,107,561.5234375,579.1015625
1737467095345,106,590.8203125,592.7734375
1737467096335,105,583.984375,573.2421875
1737467097325,104,551.7578125
1737467098315,106,543.9453125,537.109375
1737467099350,108,541.015625,546.875
1737467100339,108,566.40625,577.1484375
