timestamp_ms,value,rris
1730217264615,111,550.78125,567.3828125
1730217265608,110,542.96875
1730217266640,110,544.921875,548.828125
1730217267630,110,559.5703125,541.015625
1730217268620,110,546.875,561.5234375
1730217269610,109,569.3359375,545.8984375
1730217270644,109,556.640625
1730217271635,108,567.3828125,574.21875
1730217272625,107,552.734375,564.453125
1730217273615,107,578.125,585.9375
1730217274604,106,557.6171875
1730217275640,106,571.2890625,586.9140625
1730217276630,105,601.5625,563.4765625
1730217277620,104,583.984375
1730217278610,104,615.234375,657.2265625
1730217279644,102,614.2578125
1730217280635,100,597.65625,653.3203125
1730217281625,99,600.5859375,580.078125
1730217282614,100,583.0078125,592.7734375
1730217283604,100,564.453125
1730217284639,102,565.4296875,569.3359375
1730217285629,103,588.8671875,572.265625
1730217286619,103,562.5
1730217287609,104,572.265625,600.5859375
1730217288644,103,613.28125,567.3828125
1730217289634,103,553.7109375,551.7578125
1730217290644,104,566.40625
1730217291615,104,621.09375,652.34375
1730217292604,101,615.234375,574.21875
1730217293639,101,582.03125
1730217294629,102,581.0546875,583.0078125
1730217295619,103,553.7109375,560.546875
1730217296609,104,562.5,583.0078125
1730217297644,104,568.359375,555.6640625
1730217298679,105,560.546875
1730217299670,106,565.4296875,573.2421875
1730217300660,106,546.875,551.7578125
1730217301605,107,545.8984375,536.1328125
1730217302640,108,549.8046875,557.6171875
1730217303629,108,556.640625
1730217304619,108,573.2421875,621.09375
1730217305610,106,652.34375
1730217306645,102,608.3984375,613.28125
1730217307639,101,625.9765625,611.328125
1730217308624,100,583.0078125
1730217309660,100,596.6796875,617.1875
1730217310604,100,627.9296875
1730217311685,99,610.3515625
1730217312629,99,648.4375,926.7578125
1730217313620,99,709.9609375
1730217314609,95,690.4296875,687.5
1730217315644,93,646.484375
1730217316638,93,644.53125,672.8515625
1730217317624,92,702.1484375
1730217318614,91,654.296875,655.2734375
1730217319604,91,687.5,664.0625
1730217320639,91,620.1171875
1730217321629,92,624.0234375,625.9765625
1730217322619,93,612.3046875,599.609375
1730217323609,94,600.5859375
1730217324644,96,593.75,585.9375
1730217325634,98,566.40625,569.3359375
1730217326624,100,560.546875
1730217327614,102,564.453125,577.1484375
1730217328604,102,616.2109375,608.3984375
1730217329639,101,595.703125
1730217330629,101,619.140625,685.546875
1730217331619,99,724.609375
1730217332609,95,659.1796875,665.0390625
1730217333644,94,666.015625
1730217334634,93,622.0703125,629.8828125
1730217335624,94,642.578125
1730217336659,93,672.8515625,629.8828125
1730217337604,93,644.53125
1730217338639,93,670.8984375,675.78125
1730217339629,92,640.625
1730217340619,92,664.0625,696.2890625
1730217341609,92,693.359375
1730217342644,91,637.6953125,652.34375
1730217343634,91,653.3203125,661.1328125
1730217344624,91,616.2109375
1730217345614,92,625.9765625,631.8359375
1730217346604,93,672.8515625
1730217347639,92,644.53125,627.9296875
1730217348673,93,642.578125
1730217349664,93,654.296875,623.046875
1730217350609,94,626.953125,638.671875
1730217351643,94,630.859375
1730217352634,95,597.65625,599.609375
1730217353624,96,605.46875,622.0703125
1730217354613,97,601.5625
1730217355604,97,595.703125,602.5390625
1730217356638,98,609.375
1730217357629,98,623.046875,619.140625
1730217358664,98,593.75,586.9140625
1730217359609,99,586.9140625,592.7734375
1730217360643,100,591.796875
1730217361724,101,566.40625,568.359375
1730217362624,103,569.3359375,585.9375
1730217363614,103,640.625
1730217364604,100,635.7421875,621.09375
1730217365639,99,598.6328125,593.75
1730217366628,99,578.125
1730217367619,101,571.2890625,564.453125
1730217368608,103,551.7578125,547.8515625
1730217369643,105,546.875,567.3828125
1730217370634,106,620.1171875
1730217371624,105,637.6953125
1730217372614,103,617.1875
1730217373604,101,684.5703125,998.046875
1730217374638,100,858.3984375
1730217375628,99,787.109375
1730217376618,99,786.1328125,750
1730217377608,98,727.5390625
1730217378643,95,625.9765625,616.2109375
1730217379633,96,593.75,577.1484375
1730217380623,99,565.4296875,557.6171875
1730217381613,100,566.40625
1730217382603,102,569.3359375,613.28125
1730217383638,101,625.9765625,625
1730217384628,100,611.328125
1730217385618,99,609.375,596.6796875
