timestamp_ms,value,rris
1737984650594,113,521.484375,514.6484375
1737984651629,114,520.5078125,534.1796875
1737984652619,114,546.875
1737984653609,112,564.453125,563.4765625
1737984654603,111,541.9921875,528.3203125
1737984655589,112,523.4375,516.6015625
1737984656624,113,511.71875,503.90625
1737984657614,117,497.0703125,493.1640625,487.3046875
1737984658604,118,475.5859375
1737984659594,121,474.609375,475.5859375
1737984660629,122,481.4453125,512.6953125
1737984661618,121,534.1796875,543.9453125
1737984662609,117,532.2265625,535.15625
1737984663599,116,539.0625
1737984664634,114,575.1953125,591.796875
1737984665624,109,619.140625,636.71875
1737984666613,105,571.2890625,552.734375
1737984667604,106,549.8046875,547.8515625
1737984668594,107,547.8515625,540.0390625
1737984669674,108,529.296875
1737984670619,110,511.71875,498.046875
1737984671608,115,495.1171875,494.140625,492.1875
1737984672598,116,494.140625
1737984673589,118,502.9296875,500,493.1640625
1737984674623,120,483.3984375,487.3046875
1737984675614,120,
1737984676603,120,
1737984677593,120,
1737984678629,121,478.515625,308.59375
1737984679619,122,3546.875,641.6015625
1737984680609,122,610.3515625,301.7578125
1737984681656,123,254.8828125,545.8984375
1737984682634,122,531.25,537.109375
1737984683623,120,556.640625
1737984684613,116,569.3359375,582.03125
1737984685604,111,575.1953125,582.03125
1737984686593,108,589.84375,578.125
1737984687628,107,570.3125,551.7578125
1737984688618,107,541.015625,534.1796875
1737984689608,108,514.6484375
1737984690598,111,504.8828125,502.9296875
1737984691588,114,506.8359375,511.71875
1737984692623,115,540.0390625,579.1015625
1737984693613,111,582.03125,565.4296875
1737984694603,109,569.3359375,558.59375
1737984695593,108,557.6171875
1737984696673,108,546.875,546.875
1737984697618,109,537.109375,537.109375
1737984698608,110,523.4375,516.6015625
1737984699598,112,506.8359375,500
1737984700588,115,496.09375,497.0703125
1737984701623,117,490.234375,483.3984375
1737984702613,120,480.46875,482.421875
1737984703603,121,488.28125,490.234375
1737984704604,121,498.046875,497.0703125
1737984705628,121,492.1875,487.3046875
1737984706618,122,491.2109375,493.1640625
1737984707608,121,503.90625,518.5546875
1737984708598,119,544.921875,550.78125
1737984709588,116,529.296875,521.484375
1737984710623,115,524.4140625,525.390625
1737984711612,115,537.109375,554.6875
1737984712603,114,571.2890625
1737984713597,111,586.9140625,599.609375
1737984714582,108,558.59375,544.921875
1737984715618,109,538.0859375,527.34375,516.6015625
1737984716607,109,
1737984717598,111,305.6640625,1203.125
1737984718587,112,502.9296875,517.578125
1737984719623,113,521.484375,513.671875
1737984720613,114,508.7890625,508.7890625
1737984721603,116,505.859375,500.9765625
1737984722600,117,504.8828125,492.1875
1737984723582,118,517.578125
1737984724617,117,548.828125,553.7109375
1737984725607,114,566.40625,553.7109375
1737984726596,111,566.40625,567.3828125
1737984727587,110,550.78125,525.390625
1737984728622,111,512.6953125,513.671875
1737984729612,112,541.9921875
1737984730647,112,554.6875,547.8515625
1737984731637,111,546.875,540.0390625
1737984732627,111,541.9921875,553.7109375
1737984733617,110,539.0625,525.390625
1737984734607,112,524.4140625,533.203125
1737984735597,112,559.5703125
1737984736587,110,615.234375,624.0234375
1737984737622,106,571.2890625,558.59375
1737984738612,106,554.6875
1737984739602,106,565.4296875,589.84375
1737984740592,105,606.4453125,581.0546875
1737984741582,104,583.0078125,587.890625
1737984742617,104,590.8203125
1737984743607,103,586.9140625,582.03125
1737984744597,103,559.5703125,542.96875
1737984745586,106,540.0390625,535.15625
1737984746622,108,541.9921875,548.828125
1737984747612,108,557.6171875
1737984748601,108,567.3828125,553.7109375
1737984749592,108,539.0625,538.0859375
1737984750582,109,547.8515625,572.265625
1737984751617,109,594.7265625
1737984752606,106,599.609375,578.125
1737984753597,105,561.5234375,566.40625
1737984754593,105,577.1484375,589.84375
1737984755621,105,603.515625
1737984756611,103,583.0078125,561.5234375
1737984757602,105,542.96875,541.9921875
1737984758592,107,542.96875,549.8046875
1737984759581,107,581.0546875
1737984760616,106,601.5625,619.140625
1737984761606,103,589.84375,596.6796875
1737984762597,103,602.5390625
1737984763586,102,612.3046875,611.328125
1737984764622,100,617.1875,590.8203125
1737984765612,100,575.1953125
1737984766601,101,578.125,584.9609375
1737984767596,102,593.75,591.796875
1737984768626,102,573.2421875,564.453125
1737984769616,103,574.21875
1737984770606,103,602.5390625,650.390625
