peak_idx,peak_time,amplitude,prominence,width_half_prom,pulse_area,rise_time,decay_time,max_upslope,max_inflection,ibi_prev,ibi_next,ibi_ratio,local_variance,snr,freq_energy,wavelet_coef,label
30,666,800.9428538796183,1668.8142276593162,20.872836761453456,36972.79708116496,235.0,434.0,271.666468071064,81.7298888756419,0.0,928.0,0.0,273525.72509688814,-54.3307736447308,992367472.1715987,3.5440547315468804,1.0
71,1594,910.8747645309369,2014.5393041070656,24.879222275177028,46998.87656498063,235.0,453.0,359.02082361123985,107.86142542464825,928.0,993.0,1.0700431034482758,410656.0413819867,-56.13254348864552,4165226604.034254,3.534783108134973,1.0
115,2587,960.9446123604934,2115.1572145153523,21.10587190692341,44451.73901086158,260.0,454.0,331.16329707431646,95.19984442888608,993.0,926.0,0.932527693856999,443713.5634278137,-56.47095378578953,4543540093.70598,5.722708080715862,1.0
155,3513,951.1366363593156,2130.181055236918,18.999920590550175,44236.173645405564,280.0,564.0,337.8663191169808,71.82066474507724,926.0,887.0,0.9578833693304536,540737.8793381858,-57.26523630900986,5227081723.71563,4.058786856696732,1.0
188,4400,1002.577370022274,2305.942465109916,21.040621023769717,50561.80749427118,283.0,472.0,367.8107384752292,105.71583189860053,887.0,943.0,1.0631341600901916,516134.21424298617,-57.10799646697876,6145382072.731889,4.032742903644313,1.0
226,5343,1070.0791921770483,2377.007208027576,22.78792385979216,52104.286714565795,277.0,521.0,369.42848596361375,93.23043407858029,943.0,931.0,0.9872746553552492,551946.6568643393,-57.417315751328495,6190113354.106811,4.242173564668606,1.0
264,6274,967.8087113214999,2190.788049000033,23.35254037424727,54800.548143300606,237.0,453.0,377.68385862765444,109.78308554642854,931.0,929.0,0.9978517722878625,550129.4358709498,-57.40449503371677,5987888272.33618,3.8185981274408967,1.0
305,7203,936.4372802913533,2090.981647484511,22.255718304154243,48914.707485024555,261.0,451.0,335.2834424354022,94.51144347913464,929.0,925.0,0.9956942949407965,511135.2151255533,-57.08428759624687,5326589525.951573,3.598059679419364,1.0
346,8128,986.7909912612959,2206.41400693561,24.4718242754916,46608.31474862828,280.0,434.0,324.75917208475187,77.77617859283168,925.0,927.0,1.0021621621621621,463707.36274644895,-56.662430110997136,4942062054.856545,3.152031966256535,1.0
388,9055,915.2197016152528,2078.822910693775,24.60345953676,49577.39715469527,256.0,453.0,322.06335590420315,72.28707883139691,927.0,992.0,1.070118662351672,456977.7975056152,-56.597720010480714,4761774025.466222,3.7819881913531255,1.0
431,10047,1028.8603736588555,2321.3536841073565,23.85142911062968,47710.10689536795,258.0,496.0,337.41454100073463,86.77388681549326,992.0,994.0,1.002016129032258,487022.17775790574,-56.872364814108,4854865533.944374,3.933219759152281,1.0
473,11041,964.5459343755517,2159.4402572439913,23.576471748740005,48595.4674836749,261.0,474.0,326.41977199588155,77.52105101800669,994.0,968.0,0.9738430583501007,489962.1165720234,-56.90077659551519,4988967559.233782,3.757948939634698,1.0
515,12009,895.3392465628667,2127.204229738226,25.219976004836383,50327.01293900283,259.0,452.0,325.186530330634,75.06928962328527,968.0,969.0,1.0010330578512396,473717.155817107,-56.752519344219095,5037899676.693821,3.988902447394977,1.0
557,12978,958.139466739208,2226.0612610414605,24.84060369564179,52071.87624318177,236.0,475.0,344.8745776891583,87.93578976441995,969.0,992.0,1.023735810113519,515427.9912072592,-57.120633252739125,4998766758.602772,3.8553861053033898,1.0
599,13970,884.9588931879234,2004.6934148420053,24.69392512205809,50686.101289485596,259.0,453.0,321.30756746217617,64.41962758384693,992.0,949.0,0.9566532258064516,474396.2278261969,-56.76065508989315,4543139078.071216,3.751987382776024,1.0
641,14919,849.7443282897818,1951.4664398250345,24.165289829654512,44519.42826813629,255.0,430.0,311.0198039340097,88.32116546046848,949.0,905.0,0.9536354056902002,382005.6766681105,-55.82055588056586,3853972130.1070414,3.7050965657397086,1.0
683,15824,813.7637026013447,1842.5484507141512,23.080490947195585,41709.35154478959,237.0,474.0,281.0124701141734,72.30387188390705,905.0,926.0,1.0232044198895027,358670.9120461933,-55.54663495489203,3867618432.900441,3.826887724540428,1.0
723,16750,866.9688927128577,1965.7949641872049,23.197978863848903,44457.08846237228,258.0,431.0,314.5764277705939,86.39320565446349,926.0,906.0,0.978401727861771,391457.87232309434,-55.92578925375057,4057949106.6621747,3.0324440518357645,1.0
763,17656,873.5860796617881,1870.0056007706814,21.25436084904311,43208.45906596301,238.0,474.0,298.00722573691735,76.92157826367895,906.0,907.0,1.0011037527593818,375545.3530192179,-55.738714888610154,3935424583.7411013,3.6760271299616005,1.0
802,18563,874.3027400331478,1987.688176401194,20.453881936564017,39086.99364297708,261.0,474.0,299.16990155183987,87.9975427756417,907.0,838.0,0.9239250275633958,359667.0642731714,-55.54841400457227,4107740279.038606,3.8047248598016363,1.0
838,19401,907.7171415919382,2117.063010568796,21.43154709740429,43832.745285261124,215.0,474.0,326.5343162097897,95.0620269047813,838.0,883.0,1.0536992840095465,410968.8818964523,-56.12723471939429,4945859421.122618,4.595409773007534,1.0
877,20284,1010.6044479933321,2292.2847861660557,21.56430582995415,48350.92245546029,258.0,496.0,336.1095494606402,77.71900763152905,883.0,905.0,1.0249150622876557,504287.7383340288,-57.02557073225789,5400396197.403678,3.5271263029068,1.0
916,21189,969.0477224852748,2259.245719172049,24.64922648895231,51853.352052426475,258.0,453.0,336.99828316170897,70.93005703163703,905.0,927.0,1.0243093922651934,515748.0948572118,-57.1242620028338,5574103992.91888,3.2160182762812557,1.0
957,22116,967.4767055062805,2206.287308688172,23.849013475518404,52284.002773362095,259.0,452.0,362.60741649531053,98.9621284341074,927.0,948.0,1.022653721682848,508184.1879254034,-57.05997219510758,5215925795.730838,4.345726195947929,1.0
999,23064,974.8633385270734,2194.2446893088368,22.348341098669835,49852.29646103679,280.0,431.0,349.70954444616393,83.96673581958396,948.0,884.0,0.9324894514767933,518239.3096707139,-57.14515845428178,4862436349.114175,4.073147055298283,1.0
1038,23948,822.8579068361246,1771.7963681218157,23.893716210762477,47676.445769184924,260.0,454.0,303.3644763992064,64.54984691924778,884.0,928.0,1.0497737556561086,409730.8227253537,-56.11269971219046,4232571475.8069725,2.8570704495788424,1.0
1079,24876,771.3608785408392,1716.487543055288,23.569152251134028,38283.74855483754,237.0,494.0,290.08992153985116,86.9798294022803,928.0,990.0,1.0668103448275863,276279.25800509576,-54.41340222314633,3238860032.117821,3.785351265167032,1.0
1122,25866,867.4485737641126,1931.5606865014856,20.441517739506253,37647.39119660674,254.0,516.0,274.0628671801625,59.81896778765042,990.0,907.0,0.9161616161616162,347690.29144575825,-55.40923741466188,3330761625.4312296,3.8549798854390525,1.0
1160,26773,783.383818227892,1789.4338291931363,22.564291303120854,40228.665311978075,261.0,474.0,271.0710443451064,59.286010315054796,907.0,905.0,0.9977949283351709,342125.5050258316,-55.34040030178673,3911320739.3050714,2.8293500022608438,1.0
