peak_idx,peak_time,amplitude,prominence,width_half_prom,pulse_area,rise_time,decay_time,max_upslope,max_inflection,ibi_prev,ibi_next,ibi_ratio,local_variance,snr,freq_energy,wavelet_coef,label
12,257,838.1843163334679,1224.7956114184826,11.558194193799226,14737.54091517187,179.0,239.0,222.99828525938202,84.7474206044509,0.0,678.0,0.0,161299.69592398076,-50.987254583875384,129545298.5756706,6.954238977233064,1.0
45,935,568.634059464768,1115.8439746997278,17.015277214621904,25016.185283863975,240.0,398.0,193.48622151600256,48.360267454411996,678.0,658.0,0.9705014749262537,157946.21986873922,-51.775464093583324,1400989555.5952313,3.264962762963967,1.0
77,1593,570.2344365732932,1176.9518941649021,17.225308857594,21066.280594077412,220.0,398.0,184.03731718814566,50.46013243878099,658.0,718.0,1.0911854103343466,106311.12877003505,-50.2419697675853,1475380571.3332405,1.9162175608984289,1.0
111,2311,572.2039711350021,1007.4896775540905,14.876929044872824,22759.262206068546,220.0,399.0,202.54835675769806,57.568087924794895,718.0,737.0,1.0264623955431755,111756.3362202884,-50.419671940921404,1002576886.1332011,1.8135148000735013,1.0
146,3048,334.2800799501641,659.9630590580156,15.366003767155263,11544.346896022833,240.0,398.0,112.12020840994538,32.435058477249754,737.0,717.0,0.9728629579375848,38900.052531325295,-45.71688986354184,975986676.6677673,3.523360926609921,1.0
178,3765,590.3765151537241,1129.6983726524406,11.466168708275347,15427.717939516466,259.0,416.0,189.62931686655492,64.29443458525947,717.0,638.0,0.8898186889818689,92231.21356993368,-49.42732640313519,760243284.6233299,2.7049257911858535,1.0
203,4403,400.68615596490304,846.6834443593443,15.35468505910734,16688.139690273525,222.0,398.0,148.97527788158982,46.14634794473301,638.0,715.0,1.1206896551724137,58021.47688855563,-47.52400179763313,867836275.1287472,2.142779193835051,1.0
237,5118,578.2678585375797,1033.2543286153311,14.860153600689955,17324.846931872722,237.0,398.0,166.12462947965102,45.05495510732368,715.0,717.0,1.0027972027972027,97709.89998178222,-49.884239608175626,1023124887.1003804,1.9608161476955601,1.0
272,5835,582.4521842959115,1045.7630273109444,15.607860841747595,20451.47361080031,219.0,418.0,172.22155665811889,44.984080576516476,717.0,717.0,1.0,114854.1155523955,-50.56010067970141,1093505680.1822078,1.686592581420272,1.0
307,6552,469.209795106719,913.5669543297586,15.78360952862397,16267.705728583844,199.0,398.0,142.92436428877414,39.4284461737264,717.0,677.0,0.9442119944211994,74783.30130165059,-48.64051453081711,948727747.9721704,1.67647286623796,1.0
341,7229,461.66093256411625,828.8679048548095,12.414583335212512,12978.052845813567,199.0,441.0,137.2016459313512,40.85209587273988,677.0,680.0,1.0044313146233383,62422.942691797376,-47.803489087779376,738514496.4408602,1.4239826265833417,1.0
373,7909,445.88248341799925,812.7248971104225,15.70636654781896,14140.553380364467,199.0,396.0,130.4290476748849,37.25123210048571,680.0,754.0,1.1088235294117648,58450.79721427371,-47.64703289927945,891216016.1272589,1.9099647287458528,1.0
411,8663,644.1377494753178,1351.4072505190436,16.567863995292157,24507.297106560447,217.0,458.0,173.40611743450086,45.63159069426365,754.0,777.0,1.030503978779841,137916.05335063944,-51.334921390061794,1390516792.7716565,2.3872508116374456,1.0
443,9440,768.4114686870539,1510.4776154211027,16.296958165194553,27698.339310008152,259.0,418.0,253.6169972213496,73.62442145216573,777.0,697.0,0.8970398970398971,187141.62492415388,-52.65188061078962,1616468521.1122024,2.0124991306617903,1.0
477,10137,578.8482595409282,1077.4852151449281,15.082210344776342,20733.860314226527,219.0,398.0,178.60868479331148,47.308611476198394,697.0,699.0,1.0028694404591105,114196.46577327864,-50.49118175090639,1486580178.4645555,2.2656104015964655,1.0
512,10836,536.6849388495556,973.4576201322574,14.68821770623083,16311.616940184213,201.0,436.0,158.32040736930935,46.674000924253505,699.0,735.0,1.0515021459227467,85516.33205649523,-49.26178242148883,1178178540.3746438,2.1841200515302504,1.0
547,11571,593.9831294356941,1148.827428863125,16.93693815182155,19252.173363789116,219.0,438.0,168.3036402110299,43.92651221591876,735.0,756.0,1.0285714285714285,113800.87337015955,-50.541004106501035,1244842942.225036,1.8586295595356943,1.0
583,12327,620.7430509559126,1099.5270233098263,14.901592483372042,21170.960670331537,219.0,438.0,175.1117842502438,44.025937458734916,756.0,759.0,1.003968253968254,129058.14888752191,-51.07604253372348,1224955919.3713038,1.7489765347622466,1.0
619,13086,479.2769773172675,855.2788774684464,14.846975396445373,17190.81847412636,219.0,399.0,147.9210680205834,40.416383746607266,759.0,737.0,0.9710144927536232,78610.10674938692,-48.878335349819515,1038944363.9120357,2.003050427337113,1.0
652,13823,485.3666159991828,948.7708893626104,11.92452070000627,14361.65706119979,239.0,498.0,154.61079698629868,50.39313482847729,737.0,717.0,0.9728629579375848,72044.3918474459,-48.241861517247735,821241173.4693145,1.625541529556506,1.0
682,14540,471.1273420939037,902.2794306568762,17.115619565854672,16746.45565639787,219.0,398.0,137.23801464936764,35.851413909658845,717.0,759.0,1.0585774058577406,72565.49018465255,-48.591862088271505,921007406.751508,1.924237633861715,1.0
720,15299,590.8986419843168,1062.770351386398,15.74265171049774,18904.119212608224,219.0,421.0,163.99252484374927,42.02688844963427,759.0,774.0,1.0197628458498025,107256.8370895962,-50.298944363624415,1040316710.1708101,1.6007454123567555,1.0
758,16073,547.2998446328173,1001.421639083156,16.689595538258345,17905.7453175322,219.0,398.0,150.60082577634773,40.07206344386401,774.0,776.0,1.0025839793281655,95274.95367019673,-49.78097604748888,1113387139.594135,1.8423461437668118,1.0
