peak_idx,peak_time,amplitude,prominence,width_half_prom,pulse_area,rise_time,decay_time,max_upslope,max_inflection,ibi_prev,ibi_next,ibi_ratio,local_variance,snr,freq_energy,wavelet_coef,label
8,168,173.3784670057789,160.30582961971442,8.684712942648675,3076.9848325117323,168.0,187.0,25.941269436036123,12.851718645601025,0.0,587.0,0.0,5728.540212049735,-34.11842063404554,3674038.5714071007,5.232786099942293,0.0
31,755,405.32130571801696,889.1062414055691,17.63885564328616,18460.920156034394,252.0,467.0,151.47690149990004,48.52364494119729,587.0,715.0,1.2180579216354344,78014.94679436476,-48.88457209854195,287835968.543655,2.3309839579965757,1.0
61,1470,365.6413489632986,855.4741997631988,17.506931759209884,17618.51645970919,210.0,505.0,152.67331504226874,48.945544572173276,715.0,737.0,1.0307692307692307,72172.44208816005,-48.40374150375637,828951476.1157022,2.732270546131044,1.0
92,2207,426.37846647406815,918.6355039961295,18.742274265168675,19875.50311613626,211.0,484.0,154.99931286465392,45.38830239720647,737.0,759.0,1.0298507462686568,86990.82741008406,-49.32928168183685,840997102.5283368,3.0003760509284074,1.0
123,2966,338.55518039260767,875.223206318496,20.784445254231457,21139.819426988717,255.0,484.0,160.3011621584771,52.04150627089382,759.0,755.0,0.994729907773386,79976.1714612405,-48.9395787001956,947514018.4200956,2.7703021227173226,1.0
155,3721,420.42736949260166,986.3945997733665,17.796680194757528,20980.42008695143,231.0,504.0,161.76438972403062,51.75035686330864,755.0,756.0,1.0013245033112583,100797.18541141126,-49.9188830536978,1033148787.2327923,2.8112841800308415,1.0
185,4477,431.6737936656204,1014.8919568705965,19.24173866697356,21829.63816729188,228.0,463.0,176.3790920689331,52.74900974277335,756.0,757.0,1.0013227513227514,101727.21027860172,-50.00177886057692,1089212986.227724,2.9861666902770585,1.0
217,5234,429.052539576147,1015.0400213088126,19.036363204730037,21505.891415470593,252.0,505.0,174.25599697216066,53.59885600052701,757.0,757.0,1.0,111068.64548702963,-50.346541126510374,1063768301.8316287,3.000434029087945,1.0
248,5991,328.39661981619855,849.0118064073463,21.856441024809016,22604.991078669773,231.0,483.0,157.6165543752298,49.96357283651844,757.0,862.0,1.1387054161162484,83402.9515915743,-49.15873911133443,984635763.7789341,3.2225133021242134,1.0
282,6853,348.642563019106,943.3596754698543,20.19420406341203,21556.097088623002,295.0,525.0,143.60062190969975,38.88959736496116,862.0,759.0,0.8805104408352669,98113.33132333508,-49.71883535132369,959432090.2120757,3.117313770670702,1.0
312,7612,336.9831755966569,851.3172817870202,21.715897576647365,22865.07417351219,234.0,461.0,161.05367714160278,53.06324824672703,759.0,774.0,1.0197628458498025,86193.85428869438,-49.30078655165105,890289848.4233412,2.537734759999402,1.0
343,8386,371.57911074827234,875.414765215012,16.727407675942175,17915.00511525613,252.0,483.0,166.57483980264803,57.33439845405894,774.0,718.0,0.9276485788113695,70009.11386523665,-48.160930302232444,1017790481.948097,3.6868157766070913,1.0
372,9104,567.438116399789,1168.6016334175208,16.82195688545329,20284.80955598547,235.0,482.0,198.12995893723223,61.305304660525735,718.0,816.0,1.1364902506963788,104422.09707538736,-50.17815135802812,1429699223.4007952,3.8998409175774262,1.0
405,9920,654.1874788808075,1415.968187141901,17.45139891193736,30957.074705625157,274.0,485.0,250.757066251158,76.98326539980235,816.0,759.0,0.9301470588235294,244882.78609943052,-53.68203296927062,1915995259.7513833,5.394464580975652,1.0
432,10679,524.8847714790385,1207.9926771714431,17.350748851927904,32636.414633003635,274.0,503.0,263.5241167189556,92.43418091819399,759.0,734.0,0.9670619235836627,185126.71033340576,-52.58609409445479,2017043282.8640149,4.086034134329368,1.0
462,11413,576.4555511781789,1346.949435044227,17.568166464008527,24518.787851169247,192.0,548.0,221.43332243956405,68.99195699221389,734.0,781.0,1.064032697547684,166517.74708839296,-52.072740552490295,1769136037.1234384,5.486002723051175,1.0
