peak_idx,peak_time,amplitude,prominence,width_half_prom,pulse_area,rise_time,decay_time,max_upslope,max_inflection,ibi_prev,ibi_next,ibi_ratio,local_variance,snr,freq_energy,wavelet_coef,label
3,88,1.8981566339327895,4.734058623910682,3.5894112071329847,26.891656749539475,88.0,70.0,2.538469743489812,1.5359551883520797,0.0,734.0,0.0,5.078382575591799,-6.586831999315274,804.2860439847898,0.24423835481807807,0.0
27,822,24.499583739824317,39.99200586555973,9.378922158434992,672.0817672464445,336.0,398.0,8.075599312483957,2.9558352380441804,734.0,757.0,1.0313351498637602,138.10691669401504,-21.34592646325704,335883.2344078831,0.14409039956192513,0.0
46,1579,14.77657237878751,18.497976362855013,6.928774033680604,999.4030604333673,359.0,500.0,3.9011537142111106,1.9150989625872619,757.0,713.0,0.9418758256274768,186.70956673147234,-22.676874858830626,1387971.2480170196,0.39496267197053564,0.0
70,2292,20.097962139763467,44.54732068627468,17.35911325178931,874.3165795885741,213.0,481.0,8.719910235099718,2.8370241353370638,713.0,302.0,0.423562412342216,191.85774850118477,-22.366218204391156,3208886.532960312,0.21354785826623945,0.0
81,2594,7.794232179747214,4.272624074636019,3.4112580128988412,1261.2600966309062,515.0,179.0,1.7107959231114354,4.932687723171547,302.0,418.0,1.3841059602649006,370.83671650882246,-25.45712131022389,3052901.939388202,0.2677369810099876,0.0
95,3012,45.44645185623094,71.94014120607548,7.900961912386705,1536.1713780273255,239.0,518.0,14.701456931896544,6.201217275976234,418.0,856.0,2.047846889952153,491.4586174345275,-26.84346091713923,3575259.3328994396,0.3261667614575994,0.0
121,3868,18.667716161958495,30.435047347053914,13.102670805010888,1473.566295638972,338.0,373.0,11.39734020599671,4.473680827988645,856.0,617.0,0.7207943925233645,294.880925772191,-24.479747769130938,4315974.600033989,0.27406532809469036,0.0
143,4485,34.363953204706206,67.12547791635089,10.070965682702962,1170.5665516476415,244.0,432.0,9.250046119785237,3.827057211594081,617.0,671.0,1.087520259319287,361.87600175205455,-25.556380008023933,4677488.373793433,0.38655562031291635,1.0
169,5156,31.195989616690767,62.21708384752846,12.765678291053064,1019.6091419779614,239.0,458.0,8.847322481160889,2.251130239051946,671.0,717.0,1.068554396423249,414.3896372324748,-25.621741569203266,4435762.810277879,0.18094028382577515,1.0
197,5873,43.6731836284791,82.87682620442993,12.888039316936698,1229.9122585015352,259.0,418.0,13.285850301510102,4.255655421692921,717.0,736.0,1.0264993026499303,478.65798794280687,-26.750981792509908,6434419.160665557,0.17635899331909619,1.0
233,6609,54.10755439440619,95.19128728441987,14.848566938883778,1601.871058935334,238.0,438.0,13.17488228293098,3.2285431497737846,736.0,876.0,1.190217391304348,839.6623641371464,-29.240534723223128,8781386.686109181,0.22309235122645563,1.0
274,7485,46.1530867782994,88.48074083034592,17.990411786549032,1663.946859595651,239.0,438.0,12.759868680788578,2.6185299834060203,876.0,717.0,0.8184931506849316,1023.9170001789373,-30.092744331889318,9098417.986915814,0.1597899776050059,1.0
308,8202,44.999097011229956,87.85790303762013,13.854114534951748,1660.130418238814,219.0,418.0,12.647991537526718,3.3204891327515895,717.0,697.0,0.9721059972105998,754.5546151554988,-28.569950312889873,9290772.858626513,0.17962526499218529,1.0
342,8899,46.95810775812545,94.11068986410127,18.753511554541547,1720.0740157840542,219.0,398.0,14.20094326386327,3.7515750399593557,697.0,736.0,1.0559540889526542,804.3589804438421,-29.05367385210148,10871538.272426745,0.16604296700148038,1.0
379,9635,55.40157308596501,97.36785614064677,15.177065158336177,2093.1456039353116,238.0,498.0,15.669987339709234,3.3237309345057753,736.0,760.0,1.0326086956521738,1364.2452599924618,-31.247566093845556,10452525.63777431,0.12775672287117168,1.0
410,10395,37.598820744685824,77.21448089114547,14.800792143010199,1294.6640633030609,262.0,398.0,12.027643948621968,3.098671930823784,760.0,753.0,0.9907894736842106,626.1869381661953,-27.58647441008064,17140422.33683313,0.4790987971646797,1.0
448,11148,92.72273819618826,150.08607509894935,16.561515345710006,5690.099564134642,276.0,380.0,17.412574486331927,3.8773724768040267,753.0,657.0,0.8725099601593626,5091.7435242117335,-37.02354994235539,32761186.70329066,0.17811637113405768,1.0
480,11805,82.79913030540473,155.58349861148227,16.894198087368466,5189.6679736170145,277.0,399.0,27.68797742102612,3.438697671707885,657.0,677.0,1.030441400304414,4977.706259565377,-36.67769051259446,48408137.71191631,0.22058809804422666,1.0
514,12482,145.32897875165193,217.30772100780456,10.41641769156604,2698.2973865665244,219.0,321.0,34.80579586926615,11.472843739188647,677.0,796.0,1.1757754800590843,4900.408954351681,-36.867575003723246,43227039.3853674,0.31355085645797653,1.0
554,13278,63.65476352184253,115.54453006460867,18.77376163646545,2205.2556533652496,358.0,398.0,11.50648429243035,3.4102607636479974,796.0,816.0,1.0251256281407035,1398.3778836528743,-31.44107277066287,23652705.71591395,0.15318800633173482,1.0
594,14094,30.056868513724414,64.38308381681243,18.09447473341561,1214.8390152814945,278.0,478.0,8.398146567777601,1.6270159360400847,816.0,640.0,0.7843137254901961,421.1818633037394,-26.056196481488545,5526718.638146429,0.11060824737332489,1.0
620,14734,3.983441339427914,2.512732561124303,3.3912503369787146,494.02628973890194,162.0,316.0,3.415702694550776,1.331826701385145,640.0,196.0,0.30625,32.400775719916716,-15.103636096752988,2155045.9424501285,0.08609103305457086,0.0
630,14930,7.500027792810718,14.327421749644284,18.135333250242752,467.2435908244099,358.0,319.0,1.615850992457605,0.9684403283371914,196.0,182.0,0.9285714285714286,30.62930606551815,-14.706878065027384,1460167.254341562,0.08166752732554343,0.0
639,15112,1.2000004180774666,0.9566910616843499,2.6256825824654015,265.6202422962922,62.0,137.0,0.46595781027512595,0.9684403283371914,182.0,694.0,3.8131868131868134,16.862018658783263,-12.261251755370406,920257.474803189,0.08809999846783964,0.0
673,15806,8.593361563809005,19.024694066038435,22.62861752287222,431.1451347284654,357.0,358.0,0.8623792538353072,0.4420959850675219,694.0,916.0,1.319884726224784,38.51849671232813,-15.850283120716014,368272.00646653137,0.07628227199996812,0.0
