peak_idx,peak_time,amplitude,prominence,width_half_prom,pulse_area,rise_time,decay_time,max_upslope,max_inflection,ibi_prev,ibi_next,ibi_ratio,local_variance,snr,freq_energy,wavelet_coef,label
14,348,368.8008370226132,876.4766205465892,19.785227823424364,14183.917745693536,225.0,156.0,185.68928280279783,70.74025856874869,0.0,280.0,0.0,74370.24213160996,-48.713805682564214,62548056.3046885,9.432491666422486,1.0
26,628,334.5677888872713,392.78981405833554,5.576726336445553,21612.218655941673,505.0,162.0,98.86706839640343,63.746211131239136,280.0,359.0,1.2821428571428573,55941.41352990962,-47.42813764871575,148710121.41992438,4.331081319894694,1.0
40,987,228.5440253093087,567.8397725625043,13.06248824794443,20022.41146298653,197.0,432.0,125.94590897513581,63.746211131239136,359.0,642.0,1.7883008356545962,58404.808571610476,-47.386344536963456,604204226.1297693,5.435322432777202,1.0
67,1629,748.9450659777592,1306.387106770154,11.169413887163714,24011.17135753554,210.0,420.0,238.797256785539,78.94188830668816,642.0,657.0,1.0233644859813085,158895.096328396,-51.89910130921544,1115798491.844595,4.818472301189353,1.0
93,2286,530.9022288907356,1042.99637329745,10.43367819742177,22586.00641606242,237.0,414.0,234.33205985576356,81.1764542006872,657.0,645.0,0.9817351598173516,103159.01400013102,-49.8028066789291,1299584039.111285,5.720715614092273,1.0
117,2931,548.959497062456,1116.7019973313718,10.464446845209864,17789.602386165152,231.0,420.0,215.60097459641315,82.3912347657024,645.0,638.0,0.9891472868217054,84553.17656140792,-49.07796922997587,1295017502.9422107,4.741080874025977,1.0
141,3569,537.4291711494823,1031.5758188840641,10.813755488124855,19783.343705259853,218.0,435.0,209.56479948075668,74.87951899145253,638.0,642.0,1.006269592476489,94921.95956835397,-49.52807499511472,1026088719.2615011,4.949623646344867,1.0
167,4211,525.1836826624942,1045.1466317636955,16.151238228445436,20000.32205999252,207.0,462.0,213.15451794668994,74.21223542712494,642.0,238.0,0.3707165109034268,86229.61797147228,-49.12385361388573,1008904298.0499125,4.003121427989358,1.0
177,4449,60.69497812313415,30.217367507948268,2.499982372807665,23841.011291443603,445.0,224.0,15.335832554677765,66.04674627445849,238.0,413.0,1.7352941176470589,107434.18980580055,-50.29059083328053,1036595471.1979446,4.55999714018048,0.0
192,4862,468.4967881680394,909.9435680777672,9.570031214306255,18095.423686212365,189.0,460.0,188.4659553232374,68.23706559714049,413.0,674.0,1.631961259079903,72840.22786635114,-48.350886821256445,1274228300.2219548,4.489151177542975,1.0
218,5536,594.5764244625602,1254.6644931223295,12.697075523306665,22999.49194087267,214.0,438.0,218.78044684579845,77.33319736196626,674.0,668.0,0.9910979228486647,121372.97560998368,-50.43956864436255,4000547971.0654383,10.88024568244525,1.0
243,6204,1017.675584206094,1704.1986003510474,11.95110739399982,75556.5843959381,230.0,505.0,285.36348819582656,81.21774101424751,668.0,819.0,1.2260479041916168,684518.1170522232,-58.0554516421092,6625623303.809848,4.35777939595559,1.0
272,7023,2026.0552184522337,3162.599808757828,11.02563352518024,79189.91120206458,314.0,422.0,660.4350133445353,203.08180386913455,819.0,1258.0,1.5360195360195361,1285469.4293977583,-61.04792154666419,6687211915.27469,5.736579644804542,1.0
