peak_idx,peak_time,amplitude,prominence,width_half_prom,pulse_area,rise_time,decay_time,max_upslope,max_inflection,ibi_prev,ibi_next,ibi_ratio,local_variance,snr,freq_energy,wavelet_coef,label
23,525,683.5603422621484,1198.801698608023,13.462487446094588,28475.359278655684,209.0,422.0,218.63166357434937,66.25131921522001,0.0,633.0,0.0,151947.82915518133,-51.717215244168045,360628617.4142648,8.363145599767192,1.0
53,1158,662.9317017100168,1397.2297222124776,17.28677959559237,27853.749965088777,211.0,422.0,244.35163128320977,72.5940335760497,633.0,677.0,1.0695102685624012,173166.96982834753,-52.259231539622554,1715471229.6464214,3.2252116521547722,1.0
84,1835,617.1292876404445,1301.8830892690496,15.192786773915131,25825.138665349376,213.0,441.0,230.01987029052745,72.23260758662946,677.0,652.0,0.9630723781388478,162576.25393118785,-51.875029171803895,1960227663.057196,3.7449115416176237,1.0
113,2487,770.6456030238257,1532.2640568837219,14.474906573882961,26310.067030599057,211.0,422.0,280.5353893935614,87.42010385339495,652.0,612.0,0.9386503067484663,184327.39367116836,-52.498709479769474,1888670310.8875952,6.457901690400708,1.0
142,3099,682.021403387303,1339.948389242144,12.604880709785363,22375.079180838555,190.0,443.0,233.95583907406478,68.32775951479869,612.0,656.0,1.0718954248366013,168555.11680814845,-51.94433705214763,2018650580.5391111,6.224109713327714,1.0
169,3755,637.3350002933591,1308.3888217844374,14.481294155402963,27891.707145139757,213.0,440.0,232.86392775648198,74.44181156256013,656.0,672.0,1.024390243902439,170909.85963732452,-52.11574238320281,2087752276.7565908,4.2845124410588165,1.0
199,4427,770.0643290561337,1553.5721827826987,18.765730608787635,36962.73977700869,232.0,443.0,264.8113121089606,77.51875272983511,672.0,865.0,1.287202380952381,255513.505693234,-54.042247983904815,2647935293.941852,3.29142331855955,1.0
239,5292,669.1243994443914,1510.2245592865058,18.44774305622181,42345.82738812911,379.0,253.0,82.04202749417908,76.81410332288556,865.0,443.0,0.5121387283236994,311118.9248045273,-54.90725973199908,2383840764.6319265,3.903275439296592,1.0
258,5735,191.30497094449936,590.7659420920095,17.833370942415655,25990.707376610808,190.0,424.0,175.17933696392208,81.19629371685562,443.0,633.0,1.4288939051918736,125066.69535211538,-50.845241289864724,2115692675.6615546,4.597279165083491,1.0
285,6368,623.0533923161188,1338.8635171099625,16.975101753161198,29173.12165072556,209.0,443.0,191.24669888149862,61.17776065858354,633.0,696.0,1.099526066350711,119752.78063854096,-50.77592915072599,1538324208.5821302,3.759806009331657,1.0
316,7064,581.3350025833874,1324.0522925265877,19.793841568694802,28578.013173194602,232.0,422.0,229.03091679857403,67.74515657187146,696.0,675.0,0.9698275862068966,159496.5077736112,-51.91386094999479,1445999831.5408678,2.9077184053381986,1.0
347,7739,517.4736475100699,1116.2953034569473,16.40094540026047,22265.92188851241,211.0,485.0,199.1498679316593,63.01894147708879,675.0,696.0,1.031111111111111,123950.52436362676,-50.654167424398594,1462656585.8154855,4.753866590472661,1.0
375,8435,573.197600692251,1216.572311443207,15.05535546900569,23039.15755128098,211.0,445.0,214.9156904924344,67.60484382240804,696.0,632.0,0.9080459770114943,115461.48923612451,-50.453199738776476,981246724.0162066,3.120766254571467,1.0
401,9067,387.59465327549384,809.4852617042457,12.251501843108827,14904.215104613548,187.0,295.0,153.1830084178209,50.89942478845535,632.0,675.0,1.0680379746835442,47853.481623595435,-46.59382255015566,730367874.5912244,4.149446186398903,1.0
431,9742,257.61818640849697,487.14629977962846,21.129487202424343,14972.86660021668,380.0,443.0,87.6904720854522,31.04971497319562,675.0,274.0,0.4059259259259259,32118.49420236235,-45.05760765855554,938164439.8844106,3.7955501293767666,1.0
444,10016,241.8929180214457,150.29723180427567,5.950768050856084,29694.324648838206,464.0,253.0,36.07617287149873,39.36512143550476,274.0,443.0,1.6167883211678833,115355.35328018427,-50.61919817786106,1393989826.081975,2.8782618135635025,0.0
464,10459,650.1439448176147,1424.974770640546,15.290470891475138,30328.233540320085,190.0,506.0,239.65648610769983,74.75328783123837,443.0,740.0,1.670428893905192,199631.33817477353,-52.83633951995742,2481993365.040066,7.048171229913822,1.0
494,11199,761.3041922043528,1850.7654741957945,17.56990090703306,43956.7368521619,234.0,441.0,272.6920976952738,83.61220841418117,740.0,631.0,0.8527027027027027,423332.45502465643,-56.10756170107444,2631982842.8018956,6.280242857974405,1.0
520,11830,452.0113217396922,927.5123320875628,18.474377853440387,45457.93784788936,190.0,442.0,295.18304858743,112.68238940874062,631.0,632.0,1.0015847860538827,268975.4715191221,-54.20101234192447,3144261240.1878204,8.798854139555983,1.0
549,12462,737.1409435839769,1876.2687174224743,15.559856063161874,40578.38519491325,190.0,442.0,227.25475972318617,74.7829621781587,632.0,674.0,1.0664556962025316,262155.44199392456,-53.91627921110654,3459297440.7223783,6.613664443017183,1.0
576,13136,1030.4551237232204,2122.5247879987037,17.147334265328595,41389.039131420606,232.0,506.0,372.19586191311544,112.05483990656239,674.0,738.0,1.0949554896142433,445278.32931390934,-56.36766086500848,2627021357.652979,5.994774158309967,1.0
603,13874,402.0906897085557,984.4297702070586,14.999584692059557,31182.074622457752,232.0,422.0,235.8831101552505,92.88806966040329,738.0,654.0,0.8861788617886179,164570.87637839053,-51.74311176965591,2973364511.5780735,7.659843694981479,1.0
630,14528,718.3084631128443,1593.5425518860266,17.235233312656305,32836.09651209255,232.0,400.0,230.8540436083521,69.90080353037001,654.0,653.0,0.9984709480122325,197022.38344897298,-52.86042953188175,2107601000.6478646,4.852516549912874,1.0
658,15181,577.2777008633707,1321.3023213115534,18.628300798531313,31999.04073216716,253.0,443.0,269.3730566465249,90.98477614408864,653.0,656.0,1.004594180704441,190614.26008440528,-52.65420007744925,2094893729.0974908,4.994718645673823,1.0
688,15837,671.2479242378993,1483.8855076436691,15.882033513531496,28683.882769781485,192.0,440.0,241.66346397836537,74.3189474473553,656.0,672.0,1.024390243902439,214369.05718684918,-53.11661826210194,2008555617.9183052,3.284966151278408,1.0
715,16509,616.0919648243665,1371.7597052788255,21.661271046653724,31695.715359355436,232.0,445.0,259.420090330521,80.69668713219221,672.0,738.0,1.0982142857142858,150921.73754825097,-51.773599050739136,1685471242.7846193,3.148398926056273,1.0
746,17247,523.2346123566624,991.3924130068019,15.07624206180003,27727.52788002313,232.0,400.0,255.31740038223387,98.81525326470955,738.0,611.0,0.8279132791327913,114690.96599270306,-50.43877581863046,1442041894.7511368,5.587718657963451,1.0
773,17858,556.664616438988,1116.7212404319248,10.980093505707714,19794.24129933736,211.0,422.0,201.93758032742636,69.75869031430318,611.0,654.0,1.0703764320785598,86264.28230023306,-49.21377547883202,1410894088.1953409,4.1131795419071056,1.0
803,18512,792.9009327778426,1638.2915380063403,14.873560246451916,29121.665107761288,211.0,421.0,246.1714098728878,78.98754723385298,654.0,674.0,1.0305810397553516,176259.27908099905,-52.36136645694157,1947051389.1930072,3.240813334782507,1.0
833,19186,860.5389743527958,1774.1188918786058,16.606719150872323,32204.523402389965,229.0,443.0,312.4700894736637,95.10465190258697,674.0,675.0,1.0014836795252227,267162.92231048754,-54.14625225740253,2529667324.8341594,7.301562701715907,1.0
863,19861,780.5577395286234,1675.4463946563483,16.72162420935979,30547.31518815561,211.0,442.0,301.6017640381849,91.99663879523632,675.0,632.0,0.9362962962962963,247162.37554101177,-53.63106686785326,2799381236.419369,8.072133746218297,1.0
889,20493,752.2025298788824,1555.3695901888648,13.985098045491668,33094.55473389472,190.0,443.0,294.3045264606192,101.61445108896248,632.0,674.0,1.0664556962025316,244979.12931566368,-53.65625930022191,2889272195.43161,6.3713196414112145,1.0
917,21167,913.6043500718383,1852.4888999958835,15.70084661868566,33961.77558412243,231.0,443.0,329.0926547509686,98.82079390491435,674.0,654.0,0.9703264094955489,301322.4180635601,-54.65408836329794,2912070612.068367,5.053464516302665,1.0
947,21821,866.8562611425832,1785.3760548913983,16.815317181842488,32838.89765080814,211.0,442.0,320.5629139476372,96.34004269141406,654.0,656.0,1.003058103975535,294921.8714843268,-54.48937970951099,3171342413.822611,7.078440449297798,1.0
