timestamp_ms,value,rris
1739823407389,112,519.53125,516.6015625
1739823408379,113,516.6015625,528.3203125
1739823409369,113,544.921875,548.828125
1739823410404,113,548.828125
1739823411394,112,547.8515625,543.9453125
1739823412384,111,541.015625,542.96875
1739823413373,111,535.15625,526.3671875
1739823414408,112,520.5078125,512.6953125
1739823415399,114,506.8359375,501.953125
1739823416388,116,505.859375,513.671875
1739823417378,116,521.484375,533.203125
1739823418369,116,560.546875
1739823419403,112,598.6328125,605.46875
1739823420393,110,612.3046875
1739823421383,105,642.578125,666.9921875
1739823422374,100,666.9921875,640.625
1739823423408,98,623.046875
1739823424399,98,583.0078125,566.40625
1739823425388,101,551.7578125,546.875
1739823426378,104,539.0625,522.4609375
1739823427374,108,517.578125,524.4140625
1739823428403,110,535.15625,548.828125
1739823429393,110,568.359375
1739823430383,109,576.171875,556.640625
1739823431373,108,544.921875,542.96875
1739823432408,109,545.8984375,547.8515625
1739823433398,109,541.9921875,528.3203125
1739823434388,111,524.4140625,525.390625
1739823435378,112,533.203125,544.921875
1739823436368,112,558.59375
1739823437403,110,563.4765625,560.546875
1739823438392,109,549.8046875,554.6875
1739823439428,109,561.5234375,568.359375
1739823440418,108,564.453125,559.5703125
1739823441408,108,545.8984375
1739823442443,108,537.109375,540.0390625
1739823443387,109,547.8515625,554.6875
1739823444378,109,550.78125,540.0390625
1739823445368,110,534.1796875,536.1328125
1739823446403,110,541.9921875,540.0390625
1739823447392,111,533.203125
1739823448383,111,529.296875,530.2734375
1739823449373,112,535.15625,539.0625
1739823450413,112,536.1328125,540.0390625
1739823451397,111,548.828125,544.921875
1739823452388,111,546.875,553.7109375
1739823453378,110,553.7109375,543.9453125
1739823454367,110,528.3203125
1739823455402,111,523.4375,531.25
1739823456392,111,552.734375,579.1015625
1739823457383,109,558.59375,557.6171875
1739823458373,109,546.875,532.2265625
1739823459407,109,536.1328125
1739823460397,110,549.8046875,560.546875
1739823461387,109,566.40625,568.359375
1739823462378,108,571.2890625,553.7109375
1739823463368,108,543.9453125,543.9453125
1739823464403,108,548.828125
1739823465392,109,542.96875,537.109375
1739823466382,110,533.203125,522.4609375
1739823467372,112,512.6953125,503.90625
1739823468408,114,511.71875,529.296875
1739823469398,114,523.4375,528.3203125
1739823470388,114,534.1796875,530.2734375
1739823471377,114,525.390625,536.1328125
1739823472367,113,559.5703125,554.6875
1739823473402,112,544.921875
1739823474392,111,547.8515625,546.875
1739823475382,111,538.0859375,525.390625
1739823476372,112,518.5546875,516.6015625
1739823477407,114,508.7890625,503.90625
1739823478397,115,503.90625,510.7421875
1739823479387,116,517.578125,513.671875
1739823480377,116,517.578125,536.1328125
1739823481367,115,544.921875,572.265625
1739823482447,113,568.359375
1739823483392,111,547.8515625,532.2265625
1739823484382,112,522.4609375,527.34375
1739823485372,112,536.1328125,541.015625
1739823486406,112,550.78125,576.171875
1739823487397,111,586.9140625
1739823488387,108,584.9609375,591.796875
1739823489422,105,601.5625,602.5390625
1739823490412,104,570.3125,561.5234375
1739823491407,104,551.7578125
1739823492391,106,542.96875,538.0859375
1739823493382,108,548.828125,553.7109375
1739823494371,108,558.59375,569.3359375
1739823495406,107,566.40625,555.6640625
1739823496397,107,556.640625
1739823497387,107,560.546875,553.7109375
1739823498377,108,549.8046875,552.734375
1739823499367,108,555.6640625,553.7109375
1739823500402,108,538.0859375,528.3203125
1739823501392,110,533.203125,536.1328125
1739823502381,110,543.9453125
1739823503372,110,553.7109375,556.640625
1739823504451,109,563.4765625,568.359375
1739823505397,108,555.6640625,548.828125
1739823506386,108,552.734375,543.9453125
1739823507377,109,532.2265625
1739823508366,110,536.1328125,547.8515625
1739823509401,110,555.6640625,551.7578125
1739823510391,109,546.875,533.203125
1739823511381,111,526.3671875,527.34375
1739823512371,112,532.2265625,533.203125
1739823513407,112,537.109375,548.828125
1739823514396,112,555.6640625
1739823515386,110,565.4296875,579.1015625
1739823516376,108,574.21875,544.921875
1739823517366,109,529.296875,517.578125
1739823518401,111,512.6953125,515.625
1739823519391,113,541.015625,555.6640625
1739823520381,112,560.546875
1739823521371,110,571.2890625,573.2421875
1739823522406,108,566.40625,571.2890625
1739823523441,107,560.546875,545.8984375
1739823524386,108,539.0625,546.875
1739823525376,109,553.7109375
1739823526366,109,543.9453125,551.7578125
1739823527401,109,555.6640625,568.359375
1739823528391,108,560.546875,562.5
1739823529381,107,579.1015625,559.5703125
1739823530371,107,534.1796875
1739823531361,109,524.4140625,528.3203125
