timestamp_ms,value,rris
1730300890005,106,557.6171875,556.640625
1730300890905,106,561.5234375
1730300891895,107,558.59375,564.453125
1730300892885,107,552.734375,566.40625
1730300893920,107,555.6640625,550.78125
1730300894910,108,548.828125,538.0859375
1730300895900,109,533.203125,535.15625
1730300896890,110,529.296875
1730300897880,111,524.4140625,537.109375
1730300898914,111,570.3125,541.9921875
1730300899904,111,529.296875,524.4140625
1730300900895,112,530.2734375,545.8984375
1730300901885,111,558.59375,559.5703125
1730300902920,110,545.8984375
1730300903910,110,550.78125,564.453125
1730300904905,109,574.21875,575.1953125
1730300905890,107,576.171875,567.3828125
1730300906880,107,562.5,556.640625
1730300907914,107,555.6640625
1730300908950,107,545.8984375,538.0859375
1730300909894,109,528.3203125,527.34375
1730300910884,111,534.1796875,558.59375
1730300911921,110,577.1484375
1730300912910,108,588.8671875,592.7734375
1730300913945,106,585.9375,583.0078125
1730300914889,105,559.5703125,552.734375
1730300915879,106,558.59375,569.3359375
1730300916914,106,563.4765625
1730300917905,106,556.640625,543.9453125
1730300918895,108,538.0859375,543.9453125
1730300919884,109,545.8984375,548.828125
1730300920919,109,537.109375,530.2734375
1730300921910,111,523.4375,522.4609375
1730300922905,112,530.2734375,522.4609375
1730300923889,113,514.6484375,513.671875
1730300924924,114,519.53125,527.34375
1730300925914,114,529.296875
1730300926904,114,530.2734375,532.2265625
1730300927894,114,521.484375,518.5546875
1730300928884,114,519.53125,517.578125
1730300929874,115,522.4609375,523.4375
1730300930909,115,515.625,522.4609375
1730300931899,115,538.0859375,554.6875
1730300932889,112,563.4765625,554.6875
1730300933879,111,545.8984375
1730300934914,111,540.0390625,539.0625
1730300935904,111,535.15625,531.25
1730300936939,112,526.3671875,515.625
1730300937884,113,508.7890625,503.90625
1730300938874,116,495.1171875,495.1171875
1730300939953,118,495.1171875,535.15625
1730300940899,115,581.0546875,591.796875
1730300941891,113,556.640625
1730300942879,110,560.546875,567.3828125
1730300943913,109,566.40625,544.921875
1730300944904,109,538.0859375,529.296875
1730300945898,110,533.203125,535.15625
1730300946883,111,540.0390625,529.296875
1730300947874,112,526.3671875,527.34375
1730300948908,113,525.390625,535.15625
1730300949898,113,534.1796875
1730300950888,113,527.34375,526.3671875
1730300951878,113,526.3671875,531.25
1730300952913,113,535.15625,536.1328125
1730300953903,113,534.1796875,529.296875
1730300954893,113,525.390625,516.6015625
1730300955883,114,509.765625,507.8125
1730300956873,116,504.8828125,520.5078125
1730300957908,115,534.1796875,530.2734375
1730300958898,115,542.96875
1730300959888,112,599.609375,616.2109375
1730300960878,107,605.46875,603.515625
1730300961916,106,592.7734375
1730300962903,104,585.9375,564.453125
1730300963893,105,553.7109375,541.015625
1730300964883,107,528.3203125,536.1328125
1730300965873,109,546.875,569.3359375
1730300966908,108,556.640625
1730300967898,108,552.734375,564.453125
1730300968888,108,565.4296875,567.3828125
1730300969878,107,561.5234375,551.7578125
1730300970913,108,535.15625,532.2265625
1730300971903,110,518.5546875,511.71875
1730300972893,112,515.625,534.1796875
1730300973928,113,536.1328125
1730300974918,112,540.0390625,536.1328125
1730300975908,112,532.2265625,538.0859375
1730300976897,112,539.0625,536.1328125
1730300977888,112,529.296875,523.4375
1730300978877,113,525.390625,516.6015625
1730300979913,114,526.3671875,554.6875
1730300980903,113,542.96875
1730300981893,112,554.6875,566.40625
1730300982928,110,575.1953125,569.3359375
1730300983873,109,542.96875,542.96875
1730300984953,109,535.15625,535.15625
1730300985898,110,541.015625,539.0625
1730300986893,110,527.34375
1730300988057,111,532.2265625,545.8984375
1730300988958,111,566.40625,579.1015625
1730300989993,108,599.609375,582.03125
1730300990893,107,566.40625
1730300991932,106,560.546875,569.3359375
1730300992918,106,580.078125,590.8203125
1730300993907,105,595.703125
1730300994898,104,577.1484375,583.0078125
1730300995887,104,582.03125,578.125
1730300996878,104,562.5,556.640625
1730300997957,105,566.40625,565.4296875
1730300998902,105,548.828125
1730300999892,107,543.9453125,543.9453125
1730301000887,108,551.7578125,559.5703125
1730301001873,108,560.546875,565.4296875
1730301002907,107,559.5703125,553.7109375
1730301003898,108,538.0859375,531.25
1730301004887,109,523.4375
1730301005878,111,520.5078125,531.25
1730301006912,111,552.734375,565.4296875
1730301008037,110,558.59375,563.4765625
1730301008892,109,554.6875,553.7109375
1730301009888,109,547.8515625,538.0859375
1730301010872,109,525.390625
1730301011907,111,523.4375,519.53125
1730301012897,112,551.7578125,581.0546875
1730301013887,109,586.9140625,584.9609375
