timestamp_ms,value,rris
1730301612872,115,511.71875,509.765625
1730301613862,116,515.625,523.4375
1730301614852,115,525.390625,522.4609375
1730301615887,115,517.578125,517.578125
1730301616877,115,527.34375
1730301617867,115,530.2734375,529.296875
1730301618902,114,525.390625,523.4375
1730301619892,114,523.4375,525.390625
1730301620882,114,527.34375,523.4375
1730301621872,115,516.6015625,510.7421875
1730301622862,116,508.7890625,506.8359375
1730301623852,117,508.7890625,517.578125
1730301624887,117,511.71875,512.6953125
1730301625877,117,513.671875,520.5078125
1730301626866,116,524.4140625,525.390625
1730301627857,116,522.4609375,519.53125
1730301628847,116,517.578125,512.6953125
1730301629882,116,507.8125,504.8828125
1730301630872,117,502.9296875,499.0234375
1730301631862,118,494.140625,508.7890625
1730301632852,119,512.6953125
1730301633931,118,525.390625,530.2734375
1730301634877,116,535.15625,529.296875
1730301635867,115,529.296875,531.25
1730301636857,114,537.109375,533.203125
1730301637846,114,524.4140625,533.203125
1730301638881,113,546.875,551.7578125
1730301639872,112,555.6640625
1730301640862,111,547.8515625,541.015625
1730301641851,111,548.828125,557.6171875
1730301642887,110,560.546875,556.640625
1730301643876,109,560.546875,559.5703125
1730301644866,108,550.78125
1730301645857,109,544.921875,543.9453125
1730301646846,109,546.875,543.9453125
1730301647882,110,537.109375,537.109375
1730301648872,110,538.0859375,537.109375
1730301649861,111,533.203125,537.109375
1730301650851,111,538.0859375,541.015625
1730301651931,111,548.828125
1730301652877,111,544.921875,543.9453125
1730301653866,111,541.015625,540.0390625
1730301654856,111,543.9453125,546.875
1730301655846,110,546.875,545.8984375
1730301656881,110,540.0390625,534.1796875
1730301657872,111,529.296875,524.4140625
1730301658861,112,528.3203125
1730301659896,112,538.0859375,542.96875
1730301660886,112,549.8046875,539.0625
1730301661921,111,541.9921875,550.78125
1730301662866,111,547.8515625,549.8046875
1730301663856,110,547.8515625,541.015625
1730301664846,110,538.0859375,532.2265625
1730301665886,111,533.203125
1730301666871,111,531.25,531.25
1730301667906,112,534.1796875,531.25
1730301668896,112,527.34375,522.4609375
1730301669891,113,519.53125,527.34375
1730301670876,113,561.5234375,563.4765625
1730301671866,112,558.59375
1730301672856,110,553.7109375,549.8046875
1730301673846,110,546.875,541.015625
1730301674881,110,539.0625,532.2265625
1730301675871,111,526.3671875,520.5078125
1730301676861,113,516.6015625,512.6953125
1730301677851,114,505.859375,501.953125
1730301678840,116,501.953125,507.8125
1730301679876,117,503.90625,506.8359375
1730301680865,117,510.7421875,511.71875
1730301681856,117,509.765625,508.7890625
1730301682845,118,510.7421875,516.6015625
1730301683881,117,515.625,519.53125
1730301684870,117,521.484375,524.4140625
1730301685861,116,524.4140625,523.4375
1730301686850,116,525.390625
1730301687841,115,528.3203125,531.25
1730301688876,114,533.203125,534.1796875
1730301689866,113,544.921875,543.9453125
1730301690855,112,541.015625,531.25
1730301691846,112,529.296875,520.5078125
1730301692880,113,513.671875,508.7890625
1730301693871,115,500,496.09375
1730301694861,117,501.953125,510.7421875
1730301695851,117,524.4140625,530.2734375
1730301696840,116,536.1328125
1730301697875,115,536.1328125,537.109375
1730301698865,114,529.296875,523.4375
1730301699856,114,518.5546875,517.578125
1730301700846,115,518.5546875,530.2734375
1730301701881,115,523.4375,519.53125
1730301702871,115,521.484375,525.390625
1730301703860,114,533.203125,544.921875
1730301704850,113,549.8046875,546.875
1730301705840,112,541.9921875
1730301706875,111,553.7109375,552.734375
1730301707865,110,556.640625,552.734375
1730301708855,110,541.9921875,537.109375
1730301709845,111,530.2734375,530.2734375
1730301710880,111,540.0390625,549.8046875
1730301711871,111,558.59375
1730301712860,110,547.8515625,556.640625
1730301713851,109,565.4296875,564.453125
1730301714842,108,554.6875,549.8046875
1730301715875,109,548.828125,549.8046875
1730301716865,109,546.875
1730301717900,109,546.875,539.0625
1730301718890,110,534.1796875,533.203125
1730301719880,111,536.1328125,540.0390625
1730301720870,111,540.0390625,539.0625
1730301721860,111,539.0625,535.15625
1730301722850,111,532.2265625,537.109375
1730301723840,112,540.0390625
1730301724875,111,546.875,544.921875
1730301725865,111,545.8984375,549.8046875
1730301726855,110,552.734375,550.78125
1730301727845,110,542.96875,542.96875
1730301728879,110,542.96875,543.9453125
1730301729871,110,544.921875
1730301730860,110,542.96875,540.0390625
1730301731850,110,544.921875,545.8984375
1730301732841,110,541.9921875,539.0625
1730301733875,110,544.921875,546.875
1730301734864,110,549.8046875,548.828125
1730301735854,110,543.9453125
1730301736845,110,545.8984375,543.9453125
1730301737880,110,545.8984375,551.7578125
1730301738870,110,548.828125,550.78125
