timestamp_ms,value,rris
1737985671575,99,584.9609375,571.2890625
1737985672565,100,597.65625,650.390625
1737985673555,100,638.671875
1737985674590,98,587.890625,573.2421875
1737985675580,100,590.8203125,595.703125
1737985676570,100,606.4453125
1737985677560,100,586.9140625,558.59375
1737985678550,102,551.7578125,568.359375
1737985679584,104,585.9375,604.4921875
1737985680574,103,575.1953125,548.828125
1737985681565,104,541.9921875
1737985682555,106,557.6171875,622.0703125
1737985683545,105,654.296875
1737985684580,102,587.890625,573.2421875
1737985685571,102,587.890625,624.0234375
1737985686559,100,644.53125,567.3828125
1737985687550,100,539.0625
1737985688630,103,547.8515625,543.9453125
1737985689620,106,539.0625,550.78125
1737985690565,107,581.0546875
1737985691554,105,629.8828125,627.9296875
1737985692545,102,579.1015625,561.5234375
1737985693581,104,575.1953125,601.5625
1737985694570,103,608.3984375
1737985695560,102,573.2421875,560.546875
1737985696549,104,564.453125,569.3359375
1737985697584,104,596.6796875,570.3125
1737985698581,104,554.6875
1737985699564,105,558.59375,583.984375
1737985700600,104,643.5546875,625
1737985701544,102,604.4921875
1737985702579,101,593.75,612.3046875
1737985703569,100,631.8359375,604.4921875
1737985704559,99,583.0078125
1737985705550,100,591.796875,601.5625
1737985706584,100,611.328125,628.90625
1737985707588,99,572.265625
1737985708564,100,579.1015625,588.8671875
1737985709554,101,660.15625
1737985710544,97,714.84375,649.4140625
1737985711579,96,624.0234375
1737985712570,95,649.4140625,664.0625
1737985713559,95,631.8359375
1737985714549,95,606.4453125,604.4921875
1737985715584,96,631.8359375,667.96875
1737985716574,95,631.8359375
1737985717564,95,617.1875,649.4140625
1737985718554,95,702.1484375
1737985719545,92,734.375,646.484375
1737985720624,91,621.09375
1737985721570,92,644.53125
1737985722559,91,741.2109375,774.4140625
1737985723594,89,641.6015625,625.9765625
1737985724584,90,625.9765625
1737985725597,92,622.0703125,584.9609375
1737985726564,95,575.1953125,567.3828125
1737985727553,98,567.3828125,578.125
1737985728543,99,577.1484375
1737985729579,101,562.5,551.7578125
1737985730568,104,550.78125,552.734375
1737985731559,106,553.7109375,550.78125
1737985732548,107,551.7578125,550.78125
1737985733584,108,537.109375,525.390625
1737985734574,109,521.484375
1737985735564,111,533.203125,542.96875
1737985736554,111,544.921875,541.9921875
1737985737543,111,550.78125,566.40625
1737985738623,108,576.171875,560.546875,556.640625
1737985739569,108,316.40625
1737985740559,108,791.9921875
1737985741548,107,572.265625,578.125
1737985742584,107,559.5703125,553.7109375
1737985743573,107,563.4765625
1737985744563,106,591.796875,622.0703125
1737985745554,104,582.03125,570.3125
1737985746543,104,575.1953125
1737985747579,104,593.75,603.515625
1737985748568,102,616.2109375,591.796875
1737985749558,102,577.1484375
1737985750548,102,594.7265625,661.1328125
1737985751583,101,708.0078125
1737985752573,96,679.6875,615.234375
1737985753564,96,602.5390625,614.2578125
1737985754599,96,648.4375
1737985755543,96,665.0390625
1737985756578,95,641.6015625
1737985757568,94,595.703125,1170.8984375
1737985758558,94,605.46875,612.3046875
1737985759548,95,594.7265625,576.171875
1737985760583,97,556.640625
1737985761573,100,564.453125,591.796875
1737985762563,100,631.8359375,605.46875,593.75
1737985763553,99,291.9921875,305.6640625,447.265625
1737985764543,99,
1737985765578,99,784.1796875,599.609375
1737985766568,99,591.796875
1737985767558,100,585.9375,595.703125
1737985768548,100,607.421875,599.609375
1737985769583,100,581.0546875
1737985770573,101,566.40625,567.3828125
1737985771563,103,585.9375,604.4921875
1737985772553,102,602.5390625
1737985773588,102,579.1015625,577.1484375
1737985774578,102,585.9375,609.375,453.125
1737985775568,102,
1737985776558,102,798.828125,583.0078125
1737985777548,102,591.796875,598.6328125
1737985778537,102,601.5625,592.7734375
1737985779573,101,571.2890625
1737985780563,102,575.1953125,567.3828125
1737985781553,103,573.2421875,572.265625
1737985782543,104,555.6640625,540.0390625
1737985783577,107,536.1328125,530.2734375
1737985784573,109,530.2734375,534.1796875
1737985785557,110,532.2265625
1737985786547,111,523.4375,517.578125
1737985787537,113,514.6484375,510.7421875
1737985788617,114,511.71875,516.6015625
1737985789563,115,517.578125,509.765625
1737985790552,116,505.859375,505.859375
1737985791543,117,506.8359375,514.6484375
1737985792577,117,501.953125,497.0703125
