timestamp_ms,value,rris
1732558784296,59,983.3984375
1732558785276,59,961.9140625
1732558786267,59,990.234375
1732558787301,59,1007.8125
1732558788246,59,1002.9296875
1732558789282,59,960.9375
1732558790272,60,982.421875
1732558791261,60,985.3515625
1732558792251,60,953.125
1732558793286,60,972.65625
1732558794321,60,992.1875
1732558795311,60,980.46875
1732558796301,60,1010.7421875
1732558797343,60,1017.578125
1732558798281,60,1007.8125
1732558799271,60,1005.859375
1732558800261,60,972.65625
1732558801251,60,949.21875
1732558802286,60,945.3125
1732558803276,61,979.4921875
1732558804266,61,963.8671875
1732558805256,61,997.0703125
1732558806246,61,998.046875
1732558807326,61,1000
1732558808271,61,1024.4140625
1732558809261,61,1001.953125
1732558810251,61,1015.625
1732558811333,60,1007.8125
1732558812276,60,1038.0859375
1732558813266,60,1040.0390625
1732558814256,60,1074.21875
1732558815248,60,1076.171875
1732558816281,59,1041.9921875
1732558817272,59,1003.90625
1732558818262,59,955.078125
1732558819252,59,1041.015625
1732558820287,59,
1732558821277,59,1052.734375
1732558822267,59,1091.796875
1732558823257,59,1071.2890625
1732558824247,58,1063.4765625
1732558825282,58,1071.2890625
1732558826272,58,1071.2890625
1732558827262,58,1050.78125
1732558828254,58,1047.8515625
1732558829286,58,1051.7578125
1732558830277,58,1041.9921875
1732558831267,58,1040.0390625
1732558832257,58,1041.015625
1732558833254,58,1049.8046875
1732558834282,58,1027.34375
1732558835272,58,1001.953125
1732558836262,58,1019.53125
1732558837252,58,1032.2265625
1732558838339,58,1037.109375
1732558839277,58,1038.0859375
1732558840267,58,1034.1796875
1732558841257,58,1027.34375
1732558842247,58,1031.25
1732558843327,58,1023.4375
1732558844317,58,1000.9765625
1732558845307,58,1012.6953125
1732558846254,58,1015.625
1732558847293,58,1004.8828125
1732558848277,58,
1732558849267,58,996.09375
1732558850257,59,1041.9921875
1732558851343,59,1066.40625
1732558852282,58,1078.125
1732558853272,58,1078.125
1732558854262,58,1069.3359375
1732558855252,58,1081.0546875
1732558856287,58,1074.21875
1732558857277,57,1037.109375
1732558858267,57,1059.5703125
1732558859257,57,1063.4765625
1732558860254,57,1064.453125
1732558861327,57,1044.921875
1732558862272,57,1057.6171875
1732558863352,57,1066.40625
1732558864252,57,1070.3125
1732558865379,57,
1732558866277,57,1047.8515625
1732558867267,57,1071.2890625
1732558868257,57,1074.21875
1732558869247,57,1051.7578125
1732558870282,57,1072.265625
1732558871317,57,1050.78125
1732558872262,57,1085.9375
1732558873252,57,1097.65625
1732558874289,56,1085.9375
1732558875278,56,1111.328125
1732558876267,56,1115.234375
1732558877257,56,1078.125
1732558878247,56,
1732558879282,56,1083.984375
1732558880272,56,1089.84375
1732558881263,56,1044.921875
1732558882252,56,1063.4765625
1732558883294,56,1034.1796875
1732558884277,56,1027.34375
1732558885267,57,961.9140625,972.65625
1732558886257,57,976.5625
1732558887292,58,957.03125
1732558888282,58,968.75
1732558889272,59,981.4453125
1732558890262,59,969.7265625
1732558891252,59,965.8203125
1732558892294,59,1005.859375
1732558893323,60,1008.7890625
1732558894313,60,1002.9296875
1732558895303,60,988.28125
1732558896247,60,969.7265625
1732558897282,60,982.421875
1732558898273,60,965.8203125
1732558899262,60,963.8671875
1732558900253,60,987.3046875
1732558901339,60,1008.7890625
1732558902278,60,995.1171875
1732558903267,60,1016.6015625
1732558904258,60,1021.484375
1732558905248,60,984.375
1732558906283,60,1006.8359375
