timestamp_ms,value,rris
1741717021843,73,921.875
1741717022833,73,921.875
1741717023823,71,874.0234375,846.6796875
1741717024858,71,888.671875
1741717025848,71,922.8515625
1741717026844,70,901.3671875
1741717027828,70,845.703125
1741717028818,70,824.21875
1741717029853,70,863.28125
1741717030843,70,894.53125,892.578125
1741717031884,70,854.4921875
1741717032823,70,888.671875
1741717033858,70,958.984375
1741717034848,69,994.140625
1741717035838,68,925.78125
1741717036873,68,907.2265625
1741717037863,68,997.0703125
1741717038853,67,1009.765625
1741717039843,66,943.359375
1741717040886,66,890.625
1741717041823,66,952.1484375
1741717042858,66,987.3046875
1741717043848,65,986.328125
1741717044840,65,904.296875
1741717045829,65,850.5859375,875
1741717046863,66,912.109375
1741717047853,66,896.484375
1741717048843,66,845.703125
1741717049975,66,807.6171875
1741717050823,67,842.7734375
1741717051813,67,879.8828125
1741717052893,67,928.7109375,874.0234375
1741717053838,67,876.953125
1741717054828,68,939.453125
1741717055818,67,960.9375
1741717056853,67,908.203125
1741717057843,67,858.3984375
1741717058878,67,917.96875
1741717059823,67,947.265625
1741717060813,67,943.359375
1741717061848,66,888.671875
1741717062838,66,928.7109375
1741717063828,66,990.234375
1741717064818,66,1024.4140625
1741717065853,65,938.4765625
1741717066850,65,893.5546875
1741717068020,65,968.75,1003.90625
1741717068823,64,904.296875
1741717069814,64,848.6328125
1741717070848,65,884.765625
1741717071838,65,919.921875
1741717072828,65,912.109375
1741717073819,65,828.125
1741717074854,66,812.5,861.328125
1741717075844,67,910.15625
1741717076835,67,861.328125
1741717077823,67,838.8671875
1741717078859,67,922.8515625
1741717079894,68,1006.8359375
1741717080839,67,1017.578125
1741717081829,66,919.921875
1741717082864,66,996.09375
1741717083854,66,1023.4375
1741717084844,65,1037.109375
1741717085925,64,903.3203125
1741717086869,64,948.2421875
1741717087859,64,1012.6953125
1741717088849,64,998.046875
1741717089929,63,898.4375
1741717090829,63,937.5
1741717091818,64,1088.8671875
1741717092853,63,1122.0703125
1741717093844,62,912.109375
1741717094841,62,881.8359375
1741717095824,63,920.8984375,940.4296875
1741717096814,63,865.234375
1741717097849,63,856.4453125
1741717098839,64,916.9921875
1741717099829,64,966.796875
1741717100819,64,882.8125
1741717101899,64,850.5859375
1741717102844,65,896.484375,900.390625
1741717103886,65,852.5390625
1741717104824,66,802.734375
1741717105814,66,835.9375
1741717106849,67,893.5546875
1741717107884,67,879.8828125
1741717108837,68,811.5234375,805.6640625
1741717109819,68,816.40625
1741717110854,69,854.4921875
1741717111843,69,828.125
1741717112841,69,798.828125
1741717113824,70,838.8671875,889.6484375
1741717114814,70,892.578125
1741717115849,70,842.7734375
1741717116839,70,840.8203125
1741717117832,70,915.0390625
1741717118819,70,924.8046875
1741717119854,69,889.6484375
1741717120844,69,837.890625
1741717121886,69,880.859375
1741717122824,69,929.6875,980.46875
1741717123814,68,889.6484375
1741717124849,68,
1741717125839,68,936.5234375
1741717126881,67,1010.7421875,1110.3515625
1741717127819,66,926.7578125
1741717128854,65,921.875
1741717129844,65,1005.859375
1741717130834,65,1009.765625
1741717131824,64,882.8125
1741717132814,64,912.109375
1741717133849,65,946.2890625
1741717134846,65,1026.3671875
1741717135876,64,924.8046875
1741717136864,64,901.3671875
1741717137855,64,953.125
1741717138845,64,928.7109375
1741717139835,65,848.6328125,846.6796875
1741717140824,65,895.5078125
1741717141815,66,885.7421875
