timestamp_ms,value,rris
1723210986024,103,636.71875,651.3671875
1723210987014,101,650.390625
1723210988004,97,693.359375,682.6171875
1723210989039,95,677.734375
1723210990029,93,690.4296875,668.9453125
1723210991019,92,675.78125
1723210992009,91,698.2421875,696.2890625
1723210993044,90,702.1484375
1723210994034,90,741.2109375
1723210995024,87,765.625,749.0234375
1723210996014,86,751.953125
1723210997004,85,690.4296875
1723210998039,85,709.9609375,729.4921875
1723210999029,85,703.125
1723211000019,85,707.03125
1723211001009,84,764.6484375,753.90625
1723211002044,84,739.2578125
1723211003034,83,723.6328125,700.1953125
1723211004024,83,691.40625
1723211005021,84,699.21875,689.453125
1723211006004,84,709.9609375
1723211007039,84,721.6796875
1723211008029,84,751.953125,734.375
1723211009019,84,750.9765625
1723211010010,83,745.1171875,706.0546875
1723211011044,83,685.546875
1723211012034,83,645.5078125
1723211013024,85,645.5078125,705.078125
1723211014022,86,789.0625
1723211015049,85,818.359375
1723211016039,84,870.1171875
1723211017029,82,826.171875
1723211018064,81,794.921875
1723211019055,80,783.203125
1723211019999,79,1552.734375,704.1015625
1723211021034,78,713.8671875
1723211022024,78,730.46875
1723211023022,79,751.953125
1723211024004,80,829.1015625
1723211025039,79,805.6640625
1723211026029,79,
1723211027019,78,823.2421875
1723211028010,78,1694.3359375
1723211028999,77,1578.125
1723211030034,76,1593.75
1723211031024,76,736.328125
1723211032014,76,
1723211033094,75,771.484375,828.125
1723211034040,76,1694.3359375
1723211035075,76,757.8125
1723211036064,76,803.7109375
1723211037008,76,812.5,860.3515625
1723211037999,75,786.1328125
1723211039034,75,847.65625
1723211040023,75,814.453125
1723211041016,74,829.1015625
1723211042003,74,875.9765625,850.5859375
1723211043039,73,880.859375
1723211044028,73,881.8359375
1723211045019,73,831.0546875
1723211046009,72,849.609375
1723211046999,72,841.796875,798.828125
1723211048034,72,824.21875
1723211049023,72,790.0390625
1723211050014,73,841.796875
1723211051003,73,812.5
1723211052039,73,797.8515625,843.75
1723211053029,73,809.5703125
1723211054019,73,820.3125
1723211055017,73,833.0078125
1723211055999,73,807.6171875,840.8203125
1723211057034,73,821.2890625
1723211058023,73,799.8046875
1723211059014,73,825.1953125
1723211060004,73,799.8046875
1723211061039,73,834.9609375,823.2421875
1723211062028,73,820.3125
1723211063019,73,854.4921875
1723211064009,73,801.7578125
1723211065044,73,831.0546875
1723211066034,73,842.7734375,826.171875
1723211067069,73,860.3515625
1723211068059,73,832.03125
1723211069055,72,822.265625
1723211070039,72,772.4609375
1723211071029,73,780.2734375
1723211072019,75,1531.25,681.640625
1723211073054,75,652.34375
1723211073999,76,694.3359375
1723211075034,76,
1723211076024,78,764.6484375,790.0390625
1723211077014,78,1679.6875
1723211078094,78,795.8984375
1723211079039,78,801.7578125
1723211080029,78,863.28125
1723211081019,77,852.5390625
1723211082009,74,841.796875,876.953125
1723211083044,74,889.6484375
1723211084034,73,862.3046875
1723211085024,73,
1723211086014,73,880.859375
1723211087057,73,898.4375
1723211088039,72,1789.0625
1723211089074,71,818.359375
1723211090019,70,862.3046875
1723211091009,70,1659.1796875
1723211092002,70,800.78125
1723211093035,69,830.078125
1723211094025,70,814.453125,889.6484375
1723211095015,70,863.28125
1723211096005,70,864.2578125
1723211097033,70,904.296875
1723211098068,70,898.4375
1723211099013,69,907.2265625
1723211100003,69,888.671875
1723211100999,69,850.5859375,895.5078125
1723211102028,69,876.953125
1723211103018,69,880.859375
1723211104008,69,888.671875
1723211105001,69,814.453125
1723211106033,69,800.78125
1723211107023,69,812.5
1723211108013,69,
1723211109003,71,814.453125,1595.703125
1723211109993,71,1546.875
1723211111028,72,743.1640625
1723211112018,72,754.8828125
1723211113053,73,795.8984375
